,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,tenure,MonthlyCharges,TotalCharges,Age,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score
,28,80.6,2244.95,62,33.84,5,0,0,947.52,3192.47,5
,15,83.2,1130,60,10.43,29,0,0,156.45,1286.45,3
,72,87.55,6463.15,59,44.61,53,0,0,3211.92,9675.07,4
,57,109.4,6252.7,20,8.01,73,0,0,456.57,6709.27,5
,46,45.55,2062.15,50,0,30,0,0,0,2062.15,4
,30,20.7,587.1,45,22.89,0,0,0,686.7,1273.8,5
,10,75.3,720.45,80,25.13,30,0,0,251.3,971.75,4
,32,93.4,2979.3,22,46.33,85,0,0,1482.56,4461.86,3
,13,73.75,956.65,34,30.06,5,0,0,390.78,1347.43,3
,44,88.15,3973.2,35,32.83,24,0,0,1444.52,5417.72,4
,9,49.2,447.9,74,7.11,12,0,0,63.99,511.89,4
,67,19.65,1335.2,22,33.01,0,0,0,2211.67,3546.87,4
,71,105.15,7555,37,10.46,3,0,60,742.66,8357.66,5
,1,49,49,32,49.19,17,0,0,49.19,98.19,3
,17,49.8,836.35,27,0,52,0,0,0,836.35,5
,1,20.95,20.95,52,2.29,0,0,0,2.29,23.24,3
,32,79.3,2570,68,2.17,11,0,0,69.44,2639.44,3
,41,19.5,798.2,27,39.53,0,0,0,1620.73,2418.93,4
,1,44.15,44.15,45,9.82,13,0,0,9.82,53.97,4
,62,105.5,6487.2,22,14.75,52,0,150,914.5,7551.7,4
,17,92.7,1556.85,37,49.78,19,0,0,846.26,2403.11,4
,72,26.25,1988.05,37,2.57,0,0,0,185.04,2173.09,4
,56,96.95,5432.2,39,23.52,53,0,0,1317.12,6749.32,5
,9,20.45,147.55,32,45.99,0,0,0,413.91,561.46,4
,72,115.8,8424.9,58,43.12,6,0,0,3104.64,11529.54,3
,20,108.2,2203.7,40,16.05,18,0,0,321,2524.7,3
,19,20.2,387.4,32,31.7,0,0,0,602.3,989.7,3
,53,54.9,3045.75,62,0,17,0,0,0,3045.75,4
,6,20.15,130.5,56,6.93,0,0,0,41.58,172.08,5
,9,90.35,767.9,22,30.46,82,0,0,274.14,1042.04,3
,8,55.75,446.8,62,12.41,53,0,0,99.28,546.08,4
,71,114.6,8100.25,45,4.91,29,0,0,348.61,8448.86,4
,71,66.8,4689.15,23,0,85,0,0,0,4689.15,4
,68,100.3,6754.35,43,49.51,3,0,90,3366.68,10211.03,4
,34,105.35,3540.65,51,28,18,0,0,952,4492.65,3
,26,85.2,2184.6,51,29.72,11,0,0,772.72,2957.32,5
,7,18.95,130.55,42,33.18,0,0,0,232.26,362.81,5
,20,69.8,1540.35,51,43.49,28,0,0,869.8,2410.15,5
,60,106.15,6411.25,48,9.98,22,0,0,598.8,7010.05,3
,72,20.55,1432.55,51,37.11,0,0,0,2671.92,4104.47,5
,72,105.75,7629.85,70,18.15,16,0,80,1306.8,9016.65,5
,4,25.25,101.9,64,3.69,0,0,0,14.76,116.66,5
,16,19.75,313.4,40,31.99,0,0,0,511.84,825.24,4
,62,104.85,6312.9,70,22.74,18,0,0,1409.88,7722.78,3
,10,60.95,629.55,58,8.35,29,0,0,83.5,713.05,3
,31,81.15,2640.55,60,42.05,12,0,0,1303.55,3944.1,3
,71,19.1,1372.45,26,39.44,0,0,0,2800.24,4172.69,4
,58,20.8,1212.25,29,49.02,0,0,0,2843.16,4055.41,4
,70,90.15,6237.05,31,2.5,13,0,0,175,6412.05,3
,71,90.1,6310.9,30,22.33,71,0,0,1585.43,7896.33,3
,69,74.1,5031,71,13.36,10,0,0,921.84,5952.84,3
,72,118.75,8672.45,33,41.14,53,0,0,2962.08,11634.53,4
,26,85.9,2196.45,56,42.26,2,0,0,1098.76,3295.21,4
,33,95,3008.15,41,10.34,22,0,60,341.22,3409.37,3
,10,20.15,220.8,51,18.62,0,0,0,186.2,407,5
,57,101.3,5779.6,80,36.89,17,0,0,2102.73,7882.33,4
,10,21.2,222.65,52,10.46,0,0,0,104.6,327.25,4
,39,24.2,914.6,31,5.88,0,0,0,229.32,1143.92,3
,11,20.3,246.3,40,48.92,0,0,0,538.12,784.42,3
,68,85.3,5560,36,25.16,26,0,0,1710.88,7270.88,4
,18,89.6,1633,43,34.78,2,0,0,626.04,2259.04,3
,18,56.25,969.85,47,33.8,17,0,30,608.4,1608.25,4
,52,50.95,2610.65,59,10.03,29,0,0,521.56,3132.21,4
,56,115.85,6567.9,42,40.86,27,0,0,2288.16,8856.06,3
,45,103.65,4747.85,51,24.75,13,0,0,1113.75,5861.6,5
,67,26.1,1759.55,45,43.3,0,0,0,2901.1,4660.65,3
,3,35.1,101.1,33,0,25,0,0,0,101.1,3
,65,99.1,6496.15,80,18.23,3,0,0,1184.95,7681.1,4
,63,67.25,4234.15,52,48.14,28,0,150,3032.82,7416.97,4
,11,25,300.7,50,15.04,0,0,0,165.44,466.14,4
,1,59.55,59.55,20,41.39,48,0,0,41.39,100.94,3
,55,77.8,4323.35,48,26.3,23,0,0,1446.5,5769.85,5
,25,55.1,1466.1,34,47.1,25,0,0,1177.5,2643.6,4
,72,24.15,1776.45,55,37.98,0,0,0,2734.56,4511.01,5
,65,45.25,2933.95,33,0,25,0,0,0,2933.95,5
,7,20.25,144.35,31,39.98,0,0,0,279.86,424.21,3
,72,64.75,4804.75,45,15.23,26,0,0,1096.56,5901.31,3
,21,54.6,1125.2,57,17.19,11,0,0,360.99,1486.19,3
,2,20.7,39.85,28,13.89,0,0,0,27.78,67.63,4
,4,94.75,422.4,80,19,17,0,0,76,498.4,4
,72,115.8,8332.15,50,27.59,25,0,0,1986.48,10318.63,3
,6,49.45,314.6,63,39.16,8,0,0,234.96,549.56,3
,52,83.8,4331.4,58,5.92,23,0,70,307.84,4709.24,3
,69,95.35,6382,73,49.91,13,0,0,3443.79,9825.79,3
,8,74.05,600.15,72,2.18,13,0,0,17.44,617.59,3
,63,89.6,5538.8,74,41.8,16,0,0,2633.4,8172.2,4
,60,116.6,7049.5,22,44.24,52,0,0,2654.4,9703.9,3
,12,54.2,690.5,24,23.99,51,0,0,287.88,978.38,4
,13,19.3,279.3,50,21.36,0,0,0,277.68,556.98,5
,22,65.05,1427.55,20,43.78,47,0,10,963.16,2400.71,4
,72,24.05,1709.15,59,48.29,0,0,0,3476.88,5186.03,4
,2,18.75,53.15,23,4.92,0,0,0,9.84,62.99,4
,40,20.15,777.35,42,3.01,0,0,0,120.4,897.75,5
,44,20,860.85,23,36.86,0,0,0,1621.84,2482.69,3
,71,71,5012.1,69,11.35,24,0,0,805.85,5817.95,3
,26,93.6,2404.1,65,25.04,9,0,0,651.04,3055.14,5
,1,24.4,24.4,19,0,76,0,10,0,34.4,5
,3,65.25,209.9,32,42.68,27,0,0,128.04,337.94,5
,13,50.55,610.75,28,33.95,59,0,0,441.35,1052.1,5
,1,70.7,70.7,19,38.81,52,0,0,38.81,109.51,3
,4,45.25,155.35,33,35.09,30,0,0,140.36,295.71,5
,2,70.3,144,51,1.57,26,0,0,3.14,147.14,4
,72,108.95,7875,28,21.26,53,0,0,1530.72,9405.72,4
,37,26.45,911.6,42,31.83,0,0,0,1177.71,2089.31,4
,23,19.65,478.1,34,10.41,0,0,0,239.43,717.53,3
,42,19.05,761.85,31,34.66,0,0,0,1455.72,2217.57,4
,32,74.75,2282.95,45,33.45,5,0,0,1070.4,3353.35,4
,22,75.8,1615.1,59,4.67,58,0,0,102.74,1717.84,5
,42,25.1,1097.15,26,0,59,0,0,0,1097.15,3
,8,44.45,369.3,56,10.91,16,0,0,87.28,456.58,3
,65,104.3,6725.3,23,13.17,59,0,70,856.05,7651.35,3
,70,89,6293.2,30,33.24,51,0,0,2326.8,8620,3
,22,20.15,432.5,43,34.07,0,0,0,749.54,1182.04,5
,67,36.15,2434.45,58,0,15,0,0,0,2434.45,3
,25,19.2,532.1,42,6,0,0,0,150,682.1,4
,20,19.25,375.25,49,48.03,0,0,0,960.6,1335.85,3
,2,61.2,125.95,28,32.06,52,0,0,64.12,190.07,4
,51,20.45,1042.65,36,47.43,0,0,0,2418.93,3461.58,4
,46,35.05,1620.25,27,0,52,0,0,0,1620.25,3
,13,44,659.35,20,26.63,27,0,0,346.19,1005.54,3
,26,50.35,1285.8,32,4.62,19,0,0,120.12,1405.92,5
,19,20,377.55,41,24.1,0,0,0,457.9,835.45,3
,72,86.4,6058.95,21,15.35,41,0,0,1105.2,7164.15,3
,18,58.4,964.9,73,47.34,7,0,0,852.12,1817.02,4
,24,94.1,2322.85,60,30.42,14,0,110,730.08,3162.93,3
,46,108.9,4854.3,29,2,48,0,0,92,4946.3,5
,72,107.4,7748.75,66,31.31,18,0,0,2254.32,10003.07,4
,70,90.85,6470.1,68,38.5,25,0,0,2695,9165.1,4
,2,19.9,57.4,52,26.9,0,0,0,53.8,111.2,4
,31,66.4,2019.8,56,25.3,28,0,0,784.3,2804.1,4
,16,100.7,1522.7,57,27.27,76,0,0,436.32,1959.02,4
,52,25.6,1334.5,26,23.12,0,0,0,1202.24,2536.74,3
,13,19.85,252,35,40.2,0,0,0,522.6,774.6,4
,35,20.75,700.45,34,35.5,0,0,0,1242.5,1942.95,4
,59,95.8,5655.45,36,30.44,30,0,0,1795.96,7451.41,3
,72,94.65,6747.35,39,33.22,23,0,0,2391.84,9139.19,3
,49,106.65,5174.35,35,40.67,12,0,0,1992.83,7167.18,4
,2,45.85,105.6,43,5.47,29,0,0,10.94,116.54,3
,21,104.35,2271.85,75,24.91,17,0,130,523.11,2924.96,5
,54,55.45,2966.95,72,0,26,0,0,0,2966.95,3
,1,61.15,61.15,47,17.07,3,0,0,17.07,78.22,4
,6,78.95,494.95,55,29.52,28,0,0,177.12,672.07,3
,49,109.2,5290.45,35,4.76,58,0,0,233.24,5523.69,3
,56,61.3,3346.8,59,18.99,53,0,0,1063.44,4410.24,3
,56,96.85,5219.65,69,46.67,18,0,0,2613.52,7833.17,3
,6,40.55,217.5,61,0,10,0,50,0,267.5,5
,32,19.8,607.7,55,41.52,0,0,0,1328.64,1936.34,4
,50,108.25,5431.4,34,41.58,19,0,0,2079,7510.4,4
,58,105.05,6004.85,33,33.82,10,0,0,1961.56,7966.41,5
,65,90.45,5957.9,43,28.46,14,0,0,1849.9,7807.8,3
,64,86.4,5442.05,21,8.52,73,0,0,545.28,5987.33,3
,66,66.9,4370.25,49,44.4,11,0,70,2930.4,7370.65,4
,38,110.7,4428.6,59,42.08,15,0,0,1599.04,6027.64,3
,20,20,416.45,21,19.15,0,0,0,383,799.45,5
,64,102.1,6688.1,67,10.07,26,0,0,644.48,7332.58,5
,60,70.15,4224.7,49,38.88,2,0,0,2332.8,6557.5,3
,50,80.05,4042.2,50,49.18,76,0,0,2459,6501.2,3
,72,49.2,3580.95,57,0,15,0,0,0,3580.95,3
,60,20.5,1198.8,28,31.29,0,0,0,1877.4,3076.2,5
,46,38.25,1755.35,40,0,2,0,0,0,1755.35,3
,69,54.95,3772.5,60,0,56,0,0,0,3772.5,4
,31,96.6,2877.95,68,15.35,10,0,0,475.85,3353.8,5
,19,19.9,357.7,49,32.47,0,0,0,616.93,974.63,5
,71,19.9,1397.3,28,20.49,0,0,0,1454.79,2852.09,3
,12,84.6,959.9,62,39,7,0,0,468,1427.9,4
,44,85.25,3704.15,54,49.57,21,0,100,2181.08,5985.23,5
,56,81.25,4620.4,51,25.9,30,0,0,1450.4,6070.8,4
,72,115.5,8312.75,26,24.32,76,0,0,1751.04,10063.79,3
,11,79,929.3,28,10.06,48,0,0,110.66,1039.96,3
,15,94.65,1285.05,66,37.84,19,0,0,567.6,1852.65,3
,72,20.8,1521.2,31,23.43,0,0,0,1686.96,3208.16,5
,56,59.5,3389.25,34,35.55,17,0,0,1990.8,5380.05,5
,64,20.05,1198.05,79,4.99,0,0,0,319.36,1517.41,4
,34,100.45,3414.65,20,35.29,47,0,0,1199.86,4614.51,5
,35,20.6,754,22,42.02,0,0,0,1470.7,2224.7,4
,22,20.3,467.15,24,23.03,0,0,0,506.66,973.81,4
,9,39.55,373,34,0,19,0,0,0,373,3
,23,20.45,481.1,56,46.17,0,0,0,1061.91,1543.01,5
,68,25.25,1728.2,47,22.83,0,0,0,1552.44,3280.64,3
,33,91.25,2964.05,55,26.8,17,0,130,884.4,3978.45,5
,31,72.45,2156.25,48,41.23,27,0,0,1278.13,3434.38,4
,56,19.7,1051.9,42,32.88,0,0,0,1841.28,2893.18,4
,66,75.1,5013,59,29.5,76,0,0,1947,6960,4
,72,25,1738.9,22,19.04,0,0,0,1370.88,3109.78,4
,34,69.15,2275.1,67,13.56,30,0,0,461.04,2736.14,3
,58,91.55,5511.65,49,40.74,17,0,0,2362.92,7874.57,3
,37,35.8,1316.9,51,0,25,0,100,0,1416.9,3
,71,113.15,7993.3,25,28.4,76,0,0,2016.4,10009.7,3
,1,19.85,19.85,55,47.46,0,0,0,47.46,67.31,3
,71,19.8,1388.45,77,32.12,0,0,0,2280.52,3668.97,4
,35,19.9,666,63,24.23,0,0,0,848.05,1514.05,3
,6,19.7,94.45,62,44.13,0,0,0,264.78,359.23,3
,69,59.1,4134.7,47,14.48,19,0,0,999.12,5133.82,4
,53,91.15,4862.5,21,42.18,53,0,150,2235.54,7248.04,5
,5,68.95,351.5,58,18.65,10,0,0,93.25,444.75,3
,2,51.55,106.2,21,18.61,27,0,0,37.22,143.42,3
,62,24.4,1413,62,17.56,0,0,0,1088.72,2501.72,3
,19,96.8,1743.05,58,10.68,23,0,0,202.92,1945.97,5
,9,70.05,657.5,42,48.25,24,0,0,434.25,1091.75,3
,53,19.5,1050.5,29,24.17,0,0,0,1281.01,2331.51,5
,5,78.75,426.35,32,32.91,24,0,10,164.55,600.9,5
,71,69.2,4982.5,80,48.59,15,0,0,3449.89,8432.39,4
,1,19.55,19.55,44,10.2,0,0,0,10.2,29.75,5
,72,103.65,7634.8,64,10.87,16,0,0,782.64,8417.44,5
,4,54.7,235.05,36,6.77,3,0,0,27.08,262.13,4
,59,54.15,3116.15,35,49.48,9,0,0,2919.32,6035.47,3
,31,84.85,2633.4,68,5.3,3,0,0,164.3,2797.7,3
,3,20,49.65,51,31.06,0,0,0,93.18,142.83,3
,49,99.25,4920.8,23,33.93,27,0,0,1662.57,6583.37,3
,2,19.35,46.35,42,44.34,0,0,0,88.68,135.03,3
,55,94.75,5276.1,59,24.93,17,0,0,1371.15,6647.25,4
,72,114.05,8289.2,56,5.81,29,0,0,418.32,8707.52,4
,36,74.9,2659.45,80,41.57,10,0,0,1496.52,4155.97,3
,10,19.8,196.75,46,19.05,0,0,0,190.5,387.25,3
,72,80.85,5824.75,40,9.72,15,0,10,699.84,6534.59,4
,28,54.65,1517.5,55,25.59,7,0,0,716.52,2234.02,5
,38,91.7,3479.05,36,12.71,9,0,0,482.98,3962.03,3
,61,118.6,7365.7,25,38.78,42,0,0,2365.58,9731.28,3
,52,24.55,1331.05,34,29.55,0,0,0,1536.6,2867.65,3
,67,19.45,1195.95,45,9.05,0,0,0,606.35,1802.3,4
,34,116.15,3946.9,26,27.47,51,0,0,933.98,4880.88,4
,54,80.6,4299.95,46,36.68,28,0,140,1980.72,6420.67,4
,1,20.3,20.3,60,6.64,0,0,0,6.64,26.94,5
,46,99.8,4391.25,26,17.51,85,0,0,805.46,5196.71,5
,55,75,4213.9,27,33.5,51,0,0,1842.5,6056.4,3
,1,19.9,19.9,21,1.5,0,0,0,1.5,21.4,5
,64,80.3,5017.7,77,14.87,16,0,0,951.68,5969.38,3
,58,84.3,4916.4,29,31.27,59,0,0,1813.66,6730.06,4
,56,54.05,2959.8,20,0,30,0,40,0,2999.8,4
,72,104.9,7559.55,43,6.95,57,0,0,500.4,8059.95,4
,72,97.25,7133.1,75,11.23,20,0,0,808.56,7941.66,5
,22,83.05,1799.3,35,11.46,16,0,0,252.12,2051.42,4
,39,41.1,1597.05,35,0,8,0,0,0,1597.05,3
,12,45,524.35,47,36.11,13,0,0,433.32,957.67,3
,54,74.55,4191.45,48,14.18,25,0,0,765.72,4957.17,4
,18,40.2,711.95,28,0,48,0,90,0,801.95,4
,32,70.5,2201.75,47,44.45,6,0,0,1422.4,3624.15,4
,41,19.75,806.95,40,37.46,0,0,0,1535.86,2342.81,3
,67,24.65,1620.45,60,14.41,0,0,0,965.47,2585.92,5
,65,104.25,6812.95,48,41.2,10,0,0,2678,9490.95,3
,25,78.35,1837.9,19,28.05,85,0,0,701.25,2539.15,4
,67,109.7,7344.45,50,17.72,23,0,0,1187.24,8531.69,4
,43,33.45,1500.25,73,0,18,0,40,0,1540.25,3
,24,94.6,2283.15,37,35.56,3,0,0,853.44,3136.59,3
,69,20.2,1376.5,29,23.55,0,0,0,1624.95,3001.45,3
,37,20.3,755.4,28,10.23,0,0,0,378.51,1133.91,3
,20,39.4,825.4,33,0,22,0,0,0,825.4,3
,7,69.15,488.65,54,21.12,7,0,0,147.84,636.49,3
,41,51.35,2075.1,50,0,8,0,80,0,2155.1,5
,54,100.05,5299.65,36,34.27,20,0,0,1850.58,7150.23,4
,69,20.3,1356.3,67,20.62,0,0,0,1422.78,2779.08,3
,53,94.45,5042.75,59,33.88,6,0,0,1795.64,6838.39,4
,18,46.4,812.4,25,0,59,0,0,0,812.4,5
,64,104.05,6605.55,61,4.76,8,0,0,304.64,6910.19,4
,20,24.9,505.95,41,0,21,0,0,0,505.95,5
,57,59.6,3509.4,37,14.55,58,0,70,829.35,4408.75,3
,63,108.5,6991.9,73,37.12,18,0,0,2338.56,9330.46,4
,13,40.55,590.35,58,0,57,0,0,0,590.35,3
,48,58.95,2789.7,65,34.43,2,0,0,1652.64,4442.34,3
,57,20.75,1123.15,60,29.64,0,0,0,1689.48,2812.63,3
,71,113.15,7953.25,50,27.16,3,0,0,1928.36,9881.61,3
,7,48.8,349.8,56,9.1,28,0,0,63.7,413.5,4
,16,63.05,1067.05,56,42.73,23,0,10,683.68,1760.73,3
,34,100.85,3527.3,21,33.55,41,0,0,1140.7,4668,5
,16,80.55,1248.9,58,34.18,8,0,0,546.88,1795.78,4
,48,64.4,3035.35,39,26.24,53,0,0,1259.52,4294.87,4
,58,75.2,4300.8,54,35.35,29,0,0,2050.3,6351.1,4
,72,84.9,6065.3,36,1.34,19,0,0,96.48,6161.78,4
,7,19.3,144.95,51,7.32,0,0,0,51.24,196.19,5
,30,74.65,2308.6,52,4.22,13,0,50,126.6,2485.2,3
,31,59.05,1882.8,33,28.72,21,0,0,890.32,2773.12,5
,46,69.1,3255.35,65,16.04,26,0,0,737.84,3993.19,3
,50,20.55,1067.65,32,46.91,0,0,0,2345.5,3413.15,3
,28,76.55,2065.4,31,21.91,5,0,0,613.48,2678.88,3
,66,62.5,4136.4,52,0,15,0,0,0,4136.4,4
,41,94.9,3848,25,43.19,59,0,0,1770.79,5618.79,3
,72,111.65,8022.85,72,16.92,19,0,110,1218.24,9351.09,4
,7,19.9,173.15,29,16.2,0,0,0,113.4,286.55,3
,38,20.45,781.25,26,2.86,0,0,0,108.68,889.93,4
,44,106.05,4510.8,25,38.33,41,0,0,1686.52,6197.32,3
,47,113.45,5317.8,58,9.19,19,0,0,431.93,5749.73,3
,53,92.55,4779.45,25,24.33,52,0,0,1289.49,6068.94,3
,4,65.6,250.1,49,10.13,3,0,0,40.52,290.62,4
,20,84.35,1745.2,78,25.51,9,0,10,510.2,2265.4,4
,57,71.1,4140.1,72,48.16,10,0,0,2745.12,6885.22,5
,44,85.15,3670.5,70,44.44,6,0,0,1955.36,5625.86,4
,24,49.7,1167.8,25,38.68,73,0,0,928.32,2096.12,5
,15,30.2,469.65,59,0,16,0,0,0,469.65,4
,24,56.35,1381.2,45,30.18,4,0,0,724.32,2105.52,4
,33,107.55,3645.5,39,49.69,12,0,0,1639.77,5285.27,3
,58,19.85,1158.85,48,11.81,0,0,0,684.98,1843.83,4
,72,95.9,6954.15,26,11.85,59,0,0,853.2,7807.35,3
,71,23.85,1672.1,55,21.19,0,0,0,1504.49,3176.59,5
,51,83.85,4307.1,20,6.89,41,0,0,351.39,4658.49,3
,72,84.8,6141.65,77,5.51,2,0,0,396.72,6538.37,4
,14,76.1,1054.8,24,36.73,52,0,0,514.22,1569.02,3
,72,74.55,5430.65,61,21.84,30,0,0,1572.48,7003.13,3
,22,39.2,849.9,53,0,19,0,50,0,899.9,4
,2,79.55,151.75,45,25.56,6,0,0,51.12,202.87,4
,15,19.6,299.4,48,39.87,0,0,0,598.05,897.45,5
,51,19.55,1086.75,40,28.96,0,0,0,1476.96,2563.71,4
,70,39.15,2692.75,47,0,18,0,0,0,2692.75,3
,71,20.1,1389.6,45,31.03,0,0,0,2203.13,3592.73,3
,39,99.95,3767.4,35,24.38,53,0,0,950.82,4718.22,3
,61,59.8,3641.5,27,26.7,30,0,100,1628.7,5370.2,3
,52,49.75,2535.55,33,38.93,8,0,0,2024.36,4559.91,3
,64,108.5,6880.85,27,4.01,71,0,0,256.64,7137.49,3
,62,60.15,3753.2,47,33.7,15,0,0,2089.4,5842.6,5
,30,19.05,637.55,64,11.38,0,0,0,341.4,978.95,4
,63,84,5329.55,65,40.65,29,0,0,2560.95,7890.5,3
,1,44.55,44.55,27,23.04,82,0,0,23.04,67.59,5
,15,103.45,1539.8,59,18.6,13,0,140,279,1958.8,5
,27,80.65,2209.75,47,15.71,53,0,0,424.17,2633.92,3
,4,57.2,223.75,31,0,52,0,0,0,223.75,3
,72,110.75,7751.7,48,39.74,5,0,0,2861.28,10612.98,4
,45,24.7,1174.35,79,44.91,0,0,0,2020.95,3195.3,4
,45,97.05,4385.05,71,12.67,4,0,0,570.15,4955.2,3
,36,76.35,2606.35,33,44.87,8,0,0,1615.32,4221.67,5
,1,18.9,18.9,24,49.51,0,0,0,49.51,68.41,4
,16,74.45,1261.35,70,22.02,5,0,0,352.32,1613.67,5
,71,84.4,5969.3,33,3.09,26,0,0,219.39,6188.69,5
,10,24.4,253.9,27,4.16,0,0,0,41.6,295.5,5
,20,20.05,400,55,3.87,0,0,0,77.4,477.4,4
,4,55.5,227.35,57,38.96,10,0,0,155.84,383.19,4
,29,84.3,2357.75,73,36.75,12,0,0,1065.75,3423.5,3
,2,100.2,198.5,49,22.56,15,0,10,45.12,253.62,3
,29,19.4,554.25,30,15.06,0,0,0,436.74,990.99,3
,13,20.4,251.65,56,46.92,0,0,0,609.96,861.61,5
,59,94.75,5597.65,60,16.39,14,0,0,967.01,6564.66,3
,18,44.35,768.05,41,45.92,17,0,0,826.56,1594.61,3
,17,74.55,1215.8,22,44.9,47,0,0,763.3,1979.1,3
,47,73.6,3522.65,55,14.14,28,0,0,664.58,4187.23,4
,19,50.1,910.45,51,9.47,13,0,120,179.93,1210.38,5
,68,53,3656.25,65,0,23,0,0,0,3656.25,4
,2,19.85,52,27,36.05,0,0,0,72.1,124.1,5
,7,24.35,150.85,23,0,48,0,0,0,150.85,4
,18,19.55,389.25,49,10.67,0,0,0,192.06,581.31,4
,71,25.05,1873.7,46,44.84,0,0,0,3183.64,5057.34,5
,13,93.8,1261,79,48.15,6,0,0,625.95,1886.95,4
,72,103.75,7346.2,38,16.5,22,0,130,1188,8664.2,4
,66,56.75,3708.4,35,0,25,0,0,0,3708.4,3
,24,20.8,469.65,19,25.84,0,0,0,620.16,1089.81,5
,56,24.45,1385.85,20,31.53,0,0,0,1765.68,3151.53,3
,22,25.6,548.8,69,15.27,0,0,0,335.94,884.74,4
,42,59.65,2536.55,27,22.08,26,0,0,927.36,3463.91,3
,72,83.3,6042.7,28,24.48,69,0,80,1762.56,7885.26,3
,12,79.55,958.25,47,21.93,16,0,0,263.16,1221.41,3
,71,24.45,1730.65,24,33.61,0,0,0,2386.31,4116.96,3
,26,19.2,459.6,42,1.75,0,0,0,45.5,505.1,3
,7,29.8,201.95,33,0,19,0,0,0,201.95,3
,6,45.5,285.2,41,29.41,29,0,0,176.46,461.66,4
,51,30.05,1529.45,61,0,6,0,0,0,1529.45,4
,72,65.65,4664.5,32,0,16,0,60,0,4724.5,3
,47,74.05,3496.3,56,45.67,3,0,0,2146.49,5642.79,4
,62,110.75,7053.35,66,47.8,8,0,0,2963.6,10016.95,5
,16,19.7,301.55,44,7.14,0,0,0,114.24,415.79,3
,6,49.5,312.7,60,26.76,22,0,0,160.56,473.26,5
,69,43.95,2960.1,19,0,59,0,0,0,2960.1,3
,64,111.15,6953.4,41,8.6,21,0,0,550.4,7503.8,4
,25,20.6,541.5,33,13.36,0,0,0,334,875.5,3
,6,19.65,116.85,43,29.09,0,0,0,174.54,291.39,5
,66,115.8,7942.15,28,43.77,41,0,0,2888.82,10830.97,3
,61,88.65,5321.25,60,19.58,22,0,0,1194.38,6515.63,4
,43,94.5,4156.8,76,3.66,22,0,0,157.38,4314.18,3
,12,20.1,223.6,25,8.82,0,0,0,105.84,329.44,4
,23,34.65,768.45,78,0,2,0,0,0,768.45,4
,71,52.3,3765.05,73,0,28,0,40,0,3805.05,5
,34,65,2157.5,32,45.28,27,0,0,1539.52,3697.02,5
,41,35.45,1391.65,59,0,17,0,0,0,1391.65,4
,72,19.7,1379.8,53,48.04,0,0,0,3458.88,4838.68,3
,14,95.6,1273.3,65,37.62,10,0,0,526.68,1799.98,3
,41,19.85,810.45,53,2.32,0,0,0,95.12,905.57,5
,23,81.85,1810.85,51,5.7,30,0,0,131.1,1941.95,4
,71,109.3,7782.85,36,28.47,57,0,70,2021.37,9874.22,3
,72,25.4,1797.1,40,4.15,0,0,0,298.8,2095.9,5
,6,69.8,377.85,48,38.5,20,0,0,231,608.85,4
,23,20,445.3,64,24.22,0,0,0,557.06,1002.36,5
,72,109.9,7624.2,19,41.91,73,0,0,3017.52,10641.72,4
,7,50.3,355.1,19,33.24,53,0,0,232.68,587.78,3
,9,101.5,906.85,33,36.94,16,0,0,332.46,1239.31,3
,12,89.15,1057.55,52,34.73,6,0,70,416.76,1544.31,5
,1,19.4,19.4,43,23.97,0,0,0,23.97,43.37,4
,48,29.9,1388.75,75,0,19,0,0,0,1388.75,5
,20,78.8,1641.3,45,45.39,24,0,0,907.8,2549.1,3
,10,19.3,185.2,25,45.42,0,0,0,454.2,639.4,4
,20,96.8,1826.7,32,42.06,23,0,0,841.2,2667.9,4
,20,20.65,417.5,27,46.47,0,0,0,929.4,1346.9,3
,19,19.8,344.5,33,13.13,0,0,0,249.47,593.97,5
,22,104.6,2180.55,53,49.66,3,0,0,1092.52,3273.07,3
,35,80.05,2835.9,63,13.14,6,0,0,459.9,3295.8,5
,1,45.15,45.15,43,42.34,10,0,0,42.34,87.49,3
,39,73.15,2730.85,43,8.69,24,0,0,338.91,3069.76,5
,54,99.1,5437.1,68,22.05,17,0,0,1190.7,6627.8,5
,56,105.35,5794.45,31,37.99,24,0,0,2127.44,7921.89,3
,18,45.65,747.2,58,34.07,28,0,40,613.26,1400.46,5
,16,79.95,1267.95,30,49.85,69,0,0,797.6,2065.55,4
,68,54.45,3674.95,45,17.41,27,0,0,1183.88,4858.83,4
,53,25.1,1275.6,79,19.03,0,0,0,1008.59,2284.19,3
,72,84.7,5893.9,46,24.9,19,0,0,1792.8,7686.7,4
,9,75.85,724.65,52,7.32,11,0,0,65.88,790.53,5
,30,48.8,1536.75,37,10.74,13,0,0,322.2,1858.95,3
,18,35.2,607.3,45,0,11,0,50,0,657.3,3
,55,76.25,4154.55,66,34.57,19,0,0,1901.35,6055.9,3
,33,24.9,847.8,73,3.15,0,0,0,103.95,951.75,4
,44,54.3,2390.45,63,0,18,0,0,0,2390.45,3
