gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CLTV,City,Zip Code,Lat Long,Latitude,Longitude,Age,Under 30,Married,Referred a Friend,Number of Referrals,Offer,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Streaming Music,Premium Tech Support,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score
Female,0,No,No,36,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),34.85,1267.2,No,4452,Pleasanton,94566,"37.633361, -121.862395",37.633361,-121.862395,41,No,No,No,0,Offer C,0,2,No,Yes,Yes,0,0,0,1267.2,4
Female,1,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),95.3,5567.45,No,4912,Rio Vista,94571,"38.148862, -121.737696",38.148862,-121.737696,75,No,Yes,Yes,8,None,28.25,15,No,Yes,Yes,0,0,1610.25,7177.7,3
Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),84.6,5706.2,No,5679,Deer Park,94576,"38.554383, -122.474773",38.554383,-122.474773,45,No,Yes,Yes,3,Offer A,1.07,21,No,Yes,Yes,0,0,74.9,5781.1,3
Female,0,No,No,68,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,44.95,3085.35,No,5750,San Leandro,94577,"37.717196, -122.159338",37.717196,-122.159338,53,No,No,No,0,None,0,13,Yes,Yes,Yes,0,0,0,3085.35,3
Male,0,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,24.7,No,3518,San Leandro,94578,"37.704384, -122.126703",37.704384,-122.126703,47,No,No,No,0,None,0,21,No,No,No,0,0,0,24.7,4
Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,3541.4,No,4040,San Leandro,94579,"37.687264, -122.15728",37.687264,-122.15728,26,Yes,No,No,0,None,45.06,82,Yes,Yes,Yes,0,0,1667.22,5208.62,5
Female,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.45,84.2,No,2616,San Lorenzo,94580,"37.676249, -122.132415",37.676249,-122.132415,20,Yes,No,No,0,Offer E,38.97,0,No,No,No,0,0,155.88,240.08,5
Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.7,50.7,No,3007,San Ramon,94583,"37.766556, -121.976784",37.766556,-121.976784,56,No,No,No,0,Offer E,38.05,14,No,No,Yes,0,0,38.05,88.75,3
Male,0,No,No,20,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),55,1165.55,No,4481,Suisun City,94585,"38.197907, -122.017258",38.197907,-122.017258,45,No,No,No,0,None,0,20,No,Yes,Yes,0,0,0,1165.55,3
Male,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),68.4,4855.35,No,5504,Sunol,94586,"37.587494, -121.862856",37.587494,-121.862856,52,No,Yes,Yes,7,None,15.96,26,No,Yes,Yes,0,0,1149.12,6004.47,3
Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.05,608.15,No,2762,Vallejo,94589,"38.161321, -122.271588",38.161321,-122.271588,38,No,Yes,Yes,6,None,44.2,15,No,No,Yes,0,0,486.2,1094.35,3
Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,641.35,No,2635,Vallejo,94590,"38.104705, -122.247387",38.104705,-122.247387,35,No,Yes,No,0,None,12.51,0,No,No,No,0,0,412.83,1054.18,4
Female,1,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.45,4959.15,No,4166,Vallejo,94591,"38.105733, -122.186338",38.105733,-122.186338,69,No,No,No,0,None,19.52,3,No,No,Yes,0,0,1210.24,6169.39,4
Female,0,No,No,1,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,35.9,35.9,No,3929,Vallejo,94592,"38.093701, -122.276589",38.093701,-122.276589,60,No,No,No,0,Offer E,0,7,No,Yes,Yes,0,0,0,35.9,5
Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.75,1321.3,No,2942,Walnut Creek,94595,"37.862128, -122.075197",37.862128,-122.075197,59,No,Yes,Yes,8,None,46,30,No,No,Yes,0,0,736,2057.3,3
Male,0,Yes,Yes,22,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.65,1663.75,No,3571,Walnut Creek,94596,"37.900662, -122.052782",37.900662,-122.052782,64,No,Yes,Yes,6,None,36.15,11,Yes,Yes,Yes,0,0,795.3,2459.05,3
Female,0,Yes,Yes,49,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.75,3024.15,No,5511,Walnut Creek,94598,"37.916648, -122.008483",37.916648,-122.008483,35,No,Yes,Yes,6,None,35.29,28,No,Yes,Yes,0,0,1729.21,4753.36,3
Male,0,Yes,Yes,36,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),63.7,2188.5,No,2504,Yountville,94599,"38.421458, -122.365048",38.421458,-122.365048,36,No,Yes,Yes,8,None,47.45,14,Yes,No,Yes,0,0,1708.2,3896.7,3
Female,0,No,No,31,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,87.6,2724.25,No,5094,Oakland,94605,"37.758019, -122.138678",37.758019,-122.138678,56,No,No,No,0,None,40.92,20,No,Yes,No,0,70,1268.52,4062.77,4
Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.15,413.25,No,2576,Oakland,94606,"37.792489, -122.244314",37.792489,-122.244314,33,No,Yes,Yes,8,Offer E,15.74,28,Yes,No,Yes,0,0,78.7,491.95,3
Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20,1374.2,No,5011,Oakland,94607,"37.80707, -122.297401",37.80707,-122.297401,61,No,Yes,Yes,4,None,7.83,0,No,No,No,0,0,516.78,1890.98,3
Male,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.4,6692.65,No,5617,Oakland,94609,"37.834341, -122.26437",37.834341,-122.26437,37,No,No,No,0,None,45.82,14,Yes,No,Yes,0,0,2932.48,9625.13,4
Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.05,218.5,No,2049,Oakland,94610,"37.808731, -122.238708",37.808731,-122.238708,55,No,Yes,Yes,7,None,13.83,0,No,No,No,0,0,138.3,356.8,4
Male,0,No,No,29,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,34.3,1004.75,No,2555,Oakland,94612,"37.809014, -122.269739",37.809014,-122.269739,40,No,No,No,0,None,0,27,No,Yes,Yes,0,0,0,1004.75,5
Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1125.6,No,4193,Oakland,94618,"37.84551, -122.235181",37.84551,-122.235181,60,No,No,No,0,None,1.69,0,No,No,No,0,0,96.33,1221.93,5
Female,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,84.25,3847.6,No,3509,Oakland,94619,"37.787186, -122.14633",37.787186,-122.14633,37,No,No,No,0,None,43.27,21,No,No,No,0,100,1990.42,5938.02,4
Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.65,978,No,5878,Oakland,94621,"37.750553, -122.197175",37.750553,-122.197175,62,No,No,No,0,None,23.17,0,No,No,No,0,0,1228.01,2206.01,3
Female,0,No,No,17,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),79.85,1387.35,No,5574,Berkeley,94702,"37.866009, -122.286228",37.866009,-122.286228,45,No,No,No,0,None,12.69,22,Yes,Yes,Yes,0,0,215.73,1603.08,3
Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.2,746.05,No,2631,Berkeley,94703,"37.863843, -122.275684",37.863843,-122.275684,54,No,Yes,Yes,9,None,26.84,0,No,No,No,0,0,1019.92,1765.97,4
Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,304.6,No,5753,Berkeley,94704,"37.871416, -122.246597",37.871416,-122.246597,49,No,No,No,0,None,5.54,0,No,No,No,0,0,83.1,387.7,4
Female,0,No,No,22,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.35,1098.85,No,2875,Berkeley,94705,"37.858898, -122.240512",37.858898,-122.240512,51,No,No,No,0,None,0,22,Yes,No,Yes,0,0,0,1098.85,3
Female,0,Yes,No,57,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),74.6,4368.95,No,4546,Berkeley,94707,"37.897753, -122.279391",37.897753,-122.279391,25,Yes,Yes,Yes,2,None,6.63,27,No,Yes,Yes,0,0,377.91,4746.86,4
Male,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.15,827.7,No,3355,Berkeley,94708,"37.897743, -122.263124",37.897743,-122.263124,80,No,No,No,0,Offer D,26.84,15,Yes,No,No,0,140,295.24,1262.94,5
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,20.35,No,4836,Berkeley,94709,"37.878554, -122.26609",37.878554,-122.26609,62,No,Yes,Yes,9,None,30.09,0,No,No,No,0,0,30.09,50.44,5
Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.05,262.05,No,4843,Berkeley,94710,"37.872902, -122.303708",37.872902,-122.303708,24,Yes,Yes,Yes,3,None,49.7,0,No,No,No,0,0,596.4,858.45,4
Male,0,No,Yes,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,3512.5,No,4671,El Sobrante,94803,"37.963995, -122.288296",37.963995,-122.288296,55,No,No,No,0,None,21.3,18,Yes,No,Yes,0,0,766.8,4279.3,3
Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.95,151.75,No,3969,San Pablo,94806,"37.980269, -122.342635",37.980269,-122.342635,54,No,No,No,0,None,3.76,16,No,No,Yes,0,0,7.52,159.27,4
Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),111.95,8033.1,No,4004,San Rafael,94903,"38.018065, -122.546024",38.018065,-122.546024,47,No,Yes,Yes,9,None,24.08,19,Yes,Yes,Yes,0,0,1733.76,9766.86,3
Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1253.65,No,4278,Greenbrae,94904,"37.946617, -122.563571",37.946617,-122.563571,29,Yes,No,No,0,None,14.17,0,No,No,No,0,0,878.54,2132.19,5
Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.75,552.65,No,2370,Belvedere Tiburon,94920,"37.885629, -122.46858",37.885629,-122.46858,23,Yes,No,No,0,None,34.42,42,No,No,No,0,60,206.52,819.17,5
Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.05,1036,No,2964,Bodega,94922,"38.343282, -122.9755",38.343282,-122.9755,44,No,Yes,Yes,4,None,33.06,0,No,No,No,0,0,1586.88,2622.88,3
Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.95,4025.5,No,5903,Bodega Bay,94923,"38.377165, -123.037957",38.377165,-123.037957,42,No,No,No,0,None,20.07,23,Yes,Yes,Yes,0,0,702.45,4727.95,3
Male,0,No,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.65,928.4,No,4279,Bolinas,94924,"37.943087, -122.72379",37.943087,-122.72379,23,Yes,No,No,0,None,22.65,0,No,No,No,0,0,1177.8,2106.2,4
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.9,24.9,No,5318,Corte Madera,94925,"37.924014, -122.511694",37.924014,-122.511694,37,No,No,No,0,None,0,13,No,No,Yes,0,0,0,24.9,4
Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),93.2,6506.15,No,4493,Dillon Beach,94929,"38.24458, -122.956268",38.24458,-122.956268,38,No,Yes,Yes,8,None,12.12,23,Yes,Yes,Yes,0,0,860.52,7366.67,3
Female,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),84.8,5598.3,No,6072,Fairfax,94930,"37.971751, -122.611873",37.971751,-122.611873,64,No,Yes,Yes,5,None,3.47,21,No,No,Yes,0,0,232.49,5830.79,4
Male,1,No,No,60,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,71.75,4374.55,No,4964,Cotati,94931,"38.326215, -122.718742",38.326215,-122.718742,72,No,No,No,0,None,10.2,29,Yes,No,No,0,10,612,4996.55,3
Male,0,Yes,Yes,23,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),30.35,678.75,No,4960,Forest Knolls,94933,"38.010092, -122.689442",38.010092,-122.689442,45,No,Yes,Yes,2,Offer D,0,19,No,Yes,Yes,0,0,0,678.75,4
Male,0,No,Yes,39,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),54.85,2191.7,No,3884,Inverness,94937,"38.099323, -122.945723",38.099323,-122.945723,31,No,No,No,0,None,0,29,Yes,Yes,Yes,0,0,0,2191.7,4
Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.5,239.75,No,5471,Lagunitas,94938,"38.021772, -122.691744",38.021772,-122.691744,35,No,Yes,Yes,9,Offer D,49.36,0,No,No,No,0,0,740.4,980.15,4
Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.2,609.05,No,5865,Marshall,94940,"38.129308, -122.834815",38.129308,-122.834815,58,No,Yes,Yes,1,None,7.37,0,No,No,No,0,0,176.88,785.93,5
Female,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.35,683.75,No,2360,Mill Valley,94941,"37.901371, -122.572024",37.901371,-122.572024,20,Yes,Yes,Yes,1,None,2.68,0,No,No,No,0,0,99.16,782.91,5
Female,1,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.65,5189.75,No,5791,Nicasio,94946,"38.065359, -122.665566",38.065359,-122.665566,79,No,Yes,Yes,1,None,36.58,23,Yes,Yes,Yes,0,0,1829,7018.75,3
Female,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),94.1,5060.9,No,4084,Novato,94947,"38.112166, -122.634384",38.112166,-122.634384,23,Yes,No,No,0,None,48.97,42,Yes,No,No,0,140,2644.38,7845.28,3
Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,233.65,No,5125,Novato,94949,"38.067204, -122.524004",38.067204,-122.524004,20,Yes,No,No,0,None,10.1,73,No,No,Yes,0,0,30.3,263.95,3
Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,56.15,291.45,No,5232,Penngrove,94951,"38.325599, -122.642352",38.325599,-122.642352,23,Yes,No,No,0,None,26.86,71,No,Yes,Yes,0,0,134.3,425.75,4
Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,689.75,No,2507,Petaluma,94952,"38.237018, -122.77872",38.237018,-122.77872,21,Yes,No,No,0,None,14.48,0,No,No,No,0,0,477.84,1167.59,3
Female,0,No,No,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.55,3263.9,No,4176,Petaluma,94954,"38.235021, -122.557332",38.235021,-122.557332,51,No,No,No,0,None,6.16,12,Yes,No,Yes,0,0,252.56,3516.46,3
Female,0,Yes,Yes,34,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,61.25,1993.2,No,3607,Point Reyes Station,94956,"38.060264, -122.830646",38.060264,-122.830646,52,No,Yes,No,0,None,0,20,Yes,Yes,Yes,0,0,0,1993.2,4
Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,254.5,No,5417,San Anselmo,94960,"37.99272, -122.575026",37.99272,-122.575026,59,No,Yes,Yes,1,Offer D,16.4,0,No,No,No,0,0,213.2,467.7,3
Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.9,347.65,No,4277,San Geronimo,94963,"38.00474, -122.663717",38.00474,-122.663717,46,No,No,No,0,Offer D,33.86,0,No,No,No,0,0,677.2,1024.85,5
Female,1,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,967.9,No,4224,San Quentin,94964,"37.942551, -122.491642",37.942551,-122.491642,66,No,No,No,0,None,47.46,0,No,No,No,0,0,2420.46,3388.36,5
Female,0,No,Yes,41,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.2,1841.9,No,4418,Stinson Beach,94970,"37.921137, -122.657562",37.921137,-122.657562,58,No,No,No,0,None,38.94,28,No,No,Yes,0,0,1596.54,3438.44,5
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.45,232.1,No,2783,Tomales,94971,"38.240769, -122.901041",38.240769,-122.901041,42,No,No,No,0,Offer D,46.3,0,No,No,No,0,0,601.9,834,5
Male,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,809.25,No,4873,Valley Ford,94972,"38.339996, -122.935056",38.339996,-122.935056,38,No,Yes,Yes,1,None,13.67,0,No,No,No,0,0,478.45,1287.7,4
Male,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,94.9,360.55,No,3094,Alviso,95002,"37.449537, -121.994813",37.449537,-121.994813,25,Yes,No,No,0,None,11.5,41,Yes,Yes,Yes,0,0,46,406.55,4
Female,1,Yes,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,29.3,355.9,No,3353,Aromas,95004,"36.878364, -121.629781",36.878364,-121.629781,70,No,Yes,Yes,1,Offer D,0,14,No,Yes,Yes,0,0,0,355.9,4
Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,129.15,No,4208,Brookdale,95007,"37.106902, -122.100006",37.106902,-122.100006,41,No,No,No,0,None,39.59,0,No,No,No,0,0,277.13,406.28,5
Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.5,5835.5,No,4135,Capitola,95010,"36.977025, -121.952864",36.977025,-121.952864,43,No,Yes,Yes,1,None,6.68,25,Yes,Yes,Yes,0,0,354.04,6189.54,3
Male,1,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.4,7031.45,No,5961,Castroville,95012,"36.784481, -121.759054",36.784481,-121.759054,68,No,No,No,0,None,26.11,20,Yes,No,Yes,0,0,1644.93,8676.38,3
Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,109.6,No,5252,Freedom,95019,"36.936228, -121.785559",36.936228,-121.785559,33,No,No,No,0,None,34.8,0,No,No,No,0,0,174,283.6,3
Female,1,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,727.8,No,5730,Gilroy,95020,"37.03889, -121.528955",37.03889,-121.528955,77,No,Yes,Yes,1,None,25.35,0,No,No,No,0,0,937.95,1665.75,4
Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.6,893,No,3280,Los Gatos,95030,"37.222842, -121.988727",37.222842,-121.988727,43,No,No,No,0,Offer D,26.13,23,No,No,Yes,0,0,313.56,1206.56,3
Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,763.1,No,4623,Los Gatos,95032,"37.233034, -121.947427",37.233034,-121.947427,60,No,Yes,Yes,1,None,36.72,0,No,No,No,0,0,1395.36,2158.46,3
Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.3,781.4,No,5850,Los Gatos,95033,"37.160194, -121.945611",37.160194,-121.945611,64,No,No,No,0,None,48.38,8,Yes,No,No,0,10,435.42,1226.82,5
Male,0,Yes,No,13,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.85,902.25,No,2731,Milpitas,95035,"37.441931, -121.878502",37.441931,-121.878502,56,No,Yes,Yes,1,Offer D,14.32,4,Yes,No,Yes,0,0,186.16,1088.41,3
Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,1016.7,No,3260,Moss Landing,95039,"36.863303, -121.781632",36.863303,-121.781632,52,No,Yes,Yes,1,None,1.44,0,No,No,No,0,0,67.68,1084.38,5
Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),99.4,5943.65,No,5404,Mount Hermon,95041,"37.051166, -122.056194",37.051166,-122.056194,49,No,Yes,Yes,1,None,15.15,28,No,Yes,Yes,0,0,924.15,6867.8,4
Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20,275.7,No,3705,Paicines,95043,"36.525703, -120.952122",36.525703,-120.952122,22,Yes,No,No,0,Offer D,4.13,0,No,No,No,0,0,66.08,341.78,3
Female,0,Yes,Yes,41,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,78.45,3126.45,No,5468,San Juan Bautista,95045,"36.810568, -121.503022",36.810568,-121.503022,20,Yes,Yes,Yes,1,None,32.29,69,Yes,Yes,Yes,0,0,1323.89,4450.34,3
Female,0,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.1,1070.15,No,4797,San Martin,95046,"37.084697, -121.606417",37.084697,-121.606417,31,No,No,No,0,None,30.64,0,No,No,No,0,0,1317.52,2387.67,4
Female,0,No,No,6,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55,340.4,No,2629,Santa Clara,95051,"37.348129, -121.98469",37.348129,-121.98469,27,Yes,No,No,0,None,37.57,58,Yes,No,Yes,0,0,225.42,565.82,5
Female,0,No,No,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),71.1,4299.2,No,5395,Santa Clara,95054,"37.393554, -121.965114",37.393554,-121.965114,56,No,No,No,0,None,42.33,7,No,Yes,Yes,0,0,2455.14,6754.34,3
Male,0,No,No,19,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),61.55,1093.2,No,5831,Santa Cruz,95060,"36.993451, -122.098858",36.993451,-122.098858,62,No,No,No,0,Offer D,46.49,8,No,Yes,Yes,0,0,883.31,1976.51,3
Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.9,521.9,No,3880,Santa Cruz,95062,"36.974575, -121.991149",36.974575,-121.991149,54,No,Yes,Yes,1,Offer D,12.95,6,No,No,Yes,0,0,142.45,664.35,5
Female,0,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.3,1630.4,No,3424,Santa Cruz,95064,"37.007882, -122.065975",37.007882,-122.065975,37,No,No,No,0,None,0,19,No,Yes,Yes,0,0,0,1630.4,3
Female,1,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.1,713.6,No,3950,Santa Cruz,95065,"37.031404, -121.981865",37.031404,-121.981865,80,No,No,No,0,None,39.01,28,No,No,Yes,0,0,312.08,1025.68,5
Female,0,No,Yes,26,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.5,1265.65,No,4196,Scotts Valley,95066,"37.070177, -122.010077",37.070177,-122.010077,53,No,No,No,0,None,16.34,19,No,No,No,0,150,424.84,1840.49,5
Female,1,No,No,53,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.8,4003.85,No,6469,Saratoga,95070,"37.257772, -122.051824",37.257772,-122.051824,75,No,No,No,0,None,16.74,15,No,No,Yes,0,0,887.22,4891.07,3
Female,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.2,1401.4,No,5261,Soquel,95073,"37.023669, -121.946461",37.023669,-121.946461,38,No,Yes,Yes,1,None,38.63,0,No,No,No,0,0,2704.1,4105.5,3
Male,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25,1510.5,No,5537,San Jose,95110,"37.34667, -121.910019",37.34667,-121.910019,25,Yes,No,No,0,None,25.89,0,No,No,No,0,0,1527.51,3038.01,4
