,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_11,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
190,0.25,0.07455012853470437,0.02423097837736607,0.07589239701789947,0.02249718785151856,0.3353548966756514,0.49058385973197943,0.03229355764765483,0.5880715957244956,0.991694617473247,0.9846153846153847,1.0,0.0,1.0,0.0,0.0,0.4,0.5,0.5,0.3684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.5376267745066511,0.4791303867019391,0.532155407440564,0.1284,0.1137,0.9773444221393748,0.9444444444444445,0.0574,0.16666666666666669,0.1207,0.2917,0.2917,0.0218,0.11062372953888949,0.1184,0.0,0.04827041957122189,0.1292,0.118,0.9870935467733867,0.9444444444444444,0.0579,0.09528313039366357,0.069,0.25,0.2917,0.0223,0.1129,0.1135,0.0,0.0,0.1296,0.1137,0.8528864059590312,0.944383107921612,0.0577,0.16666666666666669,0.1207,0.2917,0.2917,0.0222,0.11063203281102114,0.1205,0.0,0.04818345787168256,0.1016,0.14814814814814814,0.0,0.14814814814814814,0.0,0.7476906835576669,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0625
203,0.0,0.04884318766066838,0.11776584918985634,0.09293297145016663,0.1203599550056243,0.48455750224618144,0.896511010095047,0.033021805209608644,0.7582063120612232,0.929244529627855,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.2487426199860068,0.8120175034034829,0.5300866788973759,0.0464,0.0311,0.9472325781474047,0.6574074074074074,0.0063,0.04761904761904762,0.0345,0.3333,0.375,0.0197,0.040440783138975075,0.0384,0.0,0.0,0.0473,0.0323,0.9815907953976989,0.657454648526077,0.0063,0.047641565196831784,0.0345,0.3333,0.375,0.0201,0.0413,0.04,0.0,0.0,0.0468,0.0311,0.6573556797020488,0.6574661882417886,0.0063,0.04761904761904762,0.0345,0.3333,0.375,0.02,0.04048795877589652,0.0391,0.0,0.0,0.0336,0.037037037037037035,0.0,0.037037037037037035,0.0,0.8619688572182634,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0625
222,0.0,0.06426735218508997,0.14872752954130594,0.20355928127254613,0.13385826771653545,0.06958951033243485,0.28514079933880393,0.03481076117701693,0.22642464107267093,0.43651173933876375,0.5538461538461539,1.0,0.0,1.0,0.0,0.0,0.2,0.5,0.5,0.6842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.5030228303688783,0.9339622050468591,0.47889399550357026,0.1485,0.0815,0.9486664754803555,0.6666666666666667,0.0389,0.1904761904761905,0.1379,0.3333,0.375,0.1686,0.12945330052423237,0.1492,0.0,0.0,0.1513,0.0846,0.9820910455227614,0.6666666666666667,0.0392,0.19044804350396027,0.1379,0.3333,0.375,0.1725,0.1322,0.1554,0.0,0.0,0.1499,0.0815,0.666666666666666,0.666712669058791,0.0391,0.1904761904761905,0.1379,0.3333,0.375,0.1716,0.12945630455358081,0.1519,0.0,0.0,0.1386,0.18518518518518517,0.0,0.18518518518518517,0.0,0.4845605700712589,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,0.0,0.07455012853470437,0.055941768033339875,0.120520836912083,0.043869516310461196,0.02591531895777179,0.8592006611960564,0.034755351036433485,0.9800139143634179,0.9512857371026993,0.06153846153846154,1.0,0.0,1.0,0.0,0.0,0.2,1.0,1.0,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.36466559684498784,0.283330211615506,0.10843222855604284,0.0742,0.0809,0.9429308861485517,0.6296296296296297,0.0378,0.0,0.2069,0.1667,0.0417,0.0776,0.06472665026211619,0.0717,0.06327868852459016,0.09312113639352887,0.0756,0.084,0.9800900450225112,0.6296768707482994,0.0381,0.0,0.2069,0.1667,0.0417,0.0793,0.0661,0.0747,0.0634352635003253,0.09305503789290595,0.0749,0.0809,0.6294227188081929,0.629588738614408,0.038,0.0,0.2069,0.1667,0.0417,0.0789,0.06478073404143443,0.073,0.06325399413107272,0.09301726359185777,0.0924,0.0,0.0,0.0,0.0,0.9245183425705991,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
265,0.0,0.12596401028277635,0.01469901374796082,0.059332806541381795,0.013498312710911136,0.07514880952380952,0.21140563197355217,1.0,0.6743406489153121,0.24421019006548475,0.23076923076923078,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.5,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.6938739272131218,0.8133536416396813,0.8546160595038513,0.0928,0.1275,0.9587037568110124,0.7314814814814814,0.0256,0.0,0.1379,0.1667,0.2083,0.1075,0.07638814592917514,0.0966,0.06327868852459016,0.02433250032881757,0.0945,0.1324,0.9855927963981991,0.7314342403628118,0.0258,0.0,0.1379,0.1667,0.2083,0.11,0.0781,0.1006,0.0634352635003253,0.02435085103739595,0.0937,0.1275,0.7318435754189948,0.7314380347778084,0.0257,0.0,0.1379,0.1667,0.2083,0.1094,0.0764538857924072,0.0983,0.06325399413107272,0.02434939448595723,0.0897,0.07407407407407407,0.25,0.07407407407407407,0.0,0.8316178411190288,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0625
286,0.0,0.061696658097686374,0.2996279273363975,0.3030198921221699,0.2125984251968504,0.23518924079065587,0.5196292579254974,0.032380630725714524,0.7777496679526912,0.5775435233988181,0.15384615384615385,1.0,0.0,1.0,0.0,0.0,0.2,1.0,0.5,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.4029800716741916,0.10190752255863572,0.6828060990624976,0.0825,0.3262,0.9303125896185833,0.5462962962962963,0.0341,0.0,0.1379,0.1667,0.2083,0.061,0.07103883599015727,0.0713,0.012786885245901639,0.0030251216625016442,0.084,0.3385,0.975687843921961,0.5462018140589568,0.0344,0.0,0.1379,0.1667,0.2083,0.0624,0.0725,0.0743,0.01268705270006506,0.002981736861721953,0.0833,0.3262,0.547486033519553,0.5463704112613856,0.0343,0.0,0.1379,0.1667,0.2083,0.0621,0.071090545798717,0.0726,0.012716009129442452,0.0029631538263334193,0.0752,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375
353,0.5,0.12082262210796915,0.31181223530155033,0.2544748685883121,0.3138357705286839,0.05667396675651392,0.71497727138556,0.03194790391353907,0.8153816962873949,0.534419421817601,0.07692307692307693,1.0,1.0,1.0,1.0,0.0,0.6,0.5,0.5,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.4290882342163475,0.781124950410994,0.644166249975403,0.0938,0.1057,0.9587037568110124,0.7314814814814814,0.0123,0.0,0.2069,0.1667,0.0,0.0,0.08088156627795015,0.0898,0.012786885245901639,0.0015783243456530317,0.0956,0.1097,0.9855927963981991,0.7314342403628118,0.0124,0.0,0.2069,0.1667,0.0,0.0,0.0826,0.0936,0.01268705270006506,0.0016151074667660578,0.0947,0.1057,0.7318435754189948,0.7314380347778084,0.0124,0.0,0.2069,0.1667,0.0,0.0,0.08097591755179304,0.0914,0.012716009129442452,0.001545993300695697,0.0801,0.037037037037037035,0.0,0.037037037037037035,0.0,0.5745579308524676,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625
383,0.0,0.07455012853470437,0.09858684591137495,0.08678324801594119,0.10123734533183353,0.42190307726864335,0.7370564968416081,0.03419861105247604,0.9375751059389033,0.2803066602779109,0.15384615384615385,1.0,0.0,1.0,0.0,0.0,0.2,0.5,0.5,0.3684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.4152782745305048,0.9603207597487404,0.44097528130428704,0.2598,0.1636,0.9501003728133066,0.675925925925926,0.0435,0.33333333333333337,0.2414,0.3333,0.375,0.1446,0.22659676901679682,0.2715,0.0,0.0,0.2647,0.1698,0.982591295647824,0.6758786848072562,0.0439,0.3333727390944556,0.2414,0.3333,0.375,0.1479,0.2314,0.2829,0.0,0.0,0.2623,0.1636,0.6759776536312853,0.6759591498757935,0.0438,0.33333333333333337,0.2414,0.3333,0.375,0.1471,0.22662740561573247,0.2764,0.0,0.0,0.2505,0.0,0.0,0.0,0.0,0.3913961467405648,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0625
459,0.0,0.17737789203084833,0.4076485865074584,0.45281203834129247,0.3813273340832396,0.3275774932614555,0.8253733986658008,0.030594313336429264,0.9779900069571817,0.4810733109726881,0.09230769230769231,1.0,1.0,1.0,1.0,0.0,0.2,0.5,0.5,0.5789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.6314830278927882,0.9408981658092936,0.5778637744709606,0.2134,0.1486,0.9701749354746201,0.8055555555555555,0.0389,0.2380952380952381,0.1724,0.375,0.4167,0.167,0.18519311008879855,0.2273,0.012786885245901639,0.08338813626200184,0.2174,0.1542,0.9895947973986994,0.8055555555555556,0.0393,0.23808960870079204,0.1724,0.375,0.4167,0.1709,0.1892,0.2368,0.01268705270006506,0.08336439309230961,0.2155,0.1486,0.806331471135941,0.8055478884902014,0.0392,0.2380952380952381,0.1724,0.375,0.4167,0.1699,0.18519297507624358,0.2314,0.012716009129442452,0.08335480546250966,0.1926,0.0,0.0,0.0,0.0,0.7263130113486408,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0625
470,0.0,0.07455012853470437,0.17643103568874058,0.20960593671625383,0.17885264341957255,0.19576875561545373,0.8032351378475707,0.0271166673702875,0.8526974890898741,0.6272160996645904,0.06153846153846154,1.0,1.0,1.0,1.0,0.0,0.2,0.5,0.5,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0,0.7688939065351824,0.8907607058515415,0.8006952197086425,0.1485,0.0948,0.9615715514769143,0.75,0.0645,0.11904761904761905,0.0862,0.3333,0.375,0.0462,0.12945330052423237,0.1248,0.006229508196721312,0.0003945810864132579,0.1513,0.0846,0.9865932966483242,0.75,0.0344,0.047641565196831784,0.0345,0.3333,0.375,0.0354,0.1322,0.0993,0.0,0.0,0.1499,0.0948,0.7504655493482314,0.7500690035881865,0.0649,0.11904761904761905,0.0862,0.3333,0.375,0.047,0.12945630455358081,0.127,0.006194978806651452,0.00038649832517392423,0.1733,0.0,0.0,0.0,0.0,0.6817102137767221,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0625
551,0.0,0.12596401028277635,0.24976251881234587,0.22362318342666712,0.25196850393700787,0.38447607816711593,0.828502272861444,0.03230675053826994,0.5121118208841946,0.7827823031464622,0.03076923076923077,1.0,0.0,1.0,0.0,0.0,0.2,0.5,0.5,0.5789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.5851051036983104,0.7713058466149776,0.27405648410574807,0.2629,0.1892,0.9658732434757671,0.7777777777777778,0.0409,0.2857142857142857,0.2069,0.375,0.0417,0.1743,0.22210334866802184,0.2573,0.10131147540983607,0.07273444692884388,0.2679,0.1963,0.9880940470235118,0.7777777777777777,0.0413,0.2857311738976238,0.2069,0.375,0.0417,0.1783,0.2268,0.2681,0.10117111255692908,0.0728040750403777,0.2654,0.1892,0.7783985102420852,0.777808446039194,0.0412,0.2857142857142857,0.2069,0.375,0.0417,0.1774,0.22210537385634663,0.262,0.10140202151940007,0.07279051790775573,0.2368,0.037037037037037035,0.25,0.037037037037037035,0.25,0.710477698601214,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.125
652,0.5,0.07455012853470437,0.07377598472900068,0.10526677431545677,0.05511811023622047,0.266312893081761,0.8051833047995749,0.033293578756279814,0.808930491430017,0.9116754512058777,0.09230769230769231,1.0,0.0,1.0,1.0,0.0,0.6,1.0,1.0,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.4433021739860562,0.49050038784205824,0.33889920412177016,0.1474,0.1418,0.968741038141669,0.7962962962962964,0.0158,0.1904761904761905,0.1379,0.3333,0.375,0.1117,0.12774152134374667,0.1375,0.012786885245901639,0.00381428383532816,0.1502,0.1472,0.9890945472736368,0.7963435374149659,0.016,0.19044804350396027,0.1379,0.3333,0.375,0.1142,0.1304,0.1432,0.01268705270006506,0.003851410113057523,0.1489,0.1418,0.7970204841713217,0.7963014076731991,0.0159,0.1904761904761905,0.1379,0.3333,0.375,0.1136,0.1276685245556841,0.14,0.012716009129442452,0.0038649832517392425,0.1174,0.14814814814814814,0.0,0.14814814814814814,0.0,0.9210873581419899,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
672,0.0,0.07455012853470437,0.11212383769599249,0.11711959322499742,0.10123734533183353,0.24368261455525608,0.3514375110691304,0.03389517456832862,0.5812409082284485,0.6150774636639514,0.03076923076923077,1.0,0.0,1.0,0.0,1.0,0.2,0.5,0.5,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0,0.5821965927771501,0.8441777015449198,0.7204854924837345,0.1113,0.0811,0.9544020648121594,0.7037037037037036,0.0495,0.14285714285714285,0.1034,0.3333,0.375,0.0651,0.09714346849256447,0.1153,0.0,0.0,0.1134,0.0842,0.9840920460230115,0.7036564625850341,0.05,0.1428064783071285,0.1034,0.3333,0.375,0.0666,0.0992,0.1201,0.0,0.0,0.1124,0.0811,0.703910614525139,0.703698592326801,0.0499,0.14285714285714285,0.1034,0.3333,0.375,0.0662,0.0970659375328636,0.1173,0.0,0.0,0.1177,0.0,0.0,0.0,0.0,0.2626022697281605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625
723,0.0,0.06966580976863754,0.5487293346239674,0.4153296457896726,0.5500562429696289,0.3353548966756514,0.3984296593659602,0.029451809009161143,0.7446714312820188,0.7466858329340361,0.046153846153846156,1.0,1.0,1.0,1.0,0.0,0.2,0.5,0.5,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,0.7268814114497438,0.2900292172883323,0.7773028486377023,0.1876,0.1072,0.9572698594780613,0.7222222222222222,0.0749,0.2380952380952381,0.1724,0.3333,0.375,0.1077,0.16368888413394672,0.1991,0.0,0.0,0.1912,0.1113,0.9850925462731366,0.7222222222222223,0.0756,0.23808960870079204,0.1724,0.3333,0.375,0.1102,0.1671,0.2074,0.0,0.0,0.1894,0.1072,0.7225325884543755,0.7221915539608059,0.0754,0.2380952380952381,0.1724,0.3333,0.375,0.1096,0.16363445157219475,0.2026,0.0,0.0,0.1566,0.037037037037037035,0.0,0.037037037037037035,0.0,0.9994721562417525,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,0.0,0.061696658097686374,0.11532898759682576,0.14759336242141066,0.10011248593925759,0.41384490116801437,0.5363362654229884,0.035966458394900154,0.911896780722282,0.24708513017089923,1.0,1.0,0.0,1.0,0.0,0.0,0.2,0.5,0.5,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,0.37915121233699745,0.7321116002242849,0.8215477132441013,0.1031,0.0892,0.9486664754803555,0.6666666666666667,0.04,0.0,0.2069,0.1667,0.2083,0.0203,0.08997539317428051,0.0624,0.0,0.0,0.105,0.0925,0.9820910455227614,0.6666666666666667,0.0403,0.0,0.2069,0.1667,0.2083,0.0208,0.0918,0.065,0.0,0.0,0.1041,0.0892,0.666666666666666,0.666712669058791,0.0402,0.0,0.2069,0.1667,0.2083,0.0207,0.0899148175412767,0.0635,0.0,0.0,0.0709,0.037037037037037035,0.0,0.037037037037037035,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625
744,0.0,0.15167095115681234,0.3292312829850652,0.30995980348369806,0.2688413948256468,0.43919867475292,0.2239211287561249,0.032723645881707265,0.536145721333249,0.2823830059095991,0.046153846153846156,1.0,0.0,1.0,1.0,0.0,0.2,0.0,0.0,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8972854957656792,0.79536910709887,0.0412,0.0518,0.9400630914826498,0.6111111111111112,0.0211,0.04761904761904762,0.0345,0.25,0.2917,0.0272,0.03594736279020006,0.0496,0.0,0.0,0.042,0.0538,0.9790895447723862,0.6111111111111112,0.0213,0.047641565196831784,0.0345,0.25,0.2917,0.0279,0.0367,0.0517,0.0,0.0,0.0416,0.0518,0.6108007448789564,0.611095776980403,0.0212,0.04761904761904762,0.0345,0.25,0.2917,0.0277,0.035965927016510676,0.0505,0.0,0.0,0.0505,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625
815,0.25,0.0,0.018486302807129176,0.013708042738860069,0.021372328458942633,0.3353548966756514,0.2943503158391877,0.032575885506818086,0.5600531275694137,0.45951126018207955,0.09230769230769231,1.0,0.0,1.0,0.0,0.0,0.4,0.5,0.5,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.8324347101534298,0.6097330602572528,0.5820269498942906,0.1113,0.0663,0.9457986808144536,0.6481481481481483,0.0412,0.14285714285714285,0.1034,0.3333,0.375,0.1298,0.09714346849256447,0.1152,0.0,0.0,0.1134,0.0688,0.9810905452726363,0.6481009070294785,0.0416,0.1428064783071285,0.1034,0.3333,0.375,0.1327,0.0992,0.12,0.0,0.0,0.1124,0.0663,0.6480446927374295,0.6482197074247861,0.0414,0.14285714285714285,0.1034,0.3333,0.375,0.132,0.0970659375328636,0.1173,0.0,0.0,0.1131,0.0,0.0,0.0,0.0,0.7218263394035366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
858,0.25,0.07455012853470437,0.27714562278736354,0.22362318342666712,0.21597300337457817,0.2584933737646002,0.8445008560127516,0.03504031747371976,0.33464044019986083,0.6454240536655487,0.27692307692307694,1.0,0.0,1.0,0.0,0.0,0.4,0.5,0.5,0.3684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.3483399692542098,0.38088066635644846,0.7067353657525638,0.0876,0.0905,0.9400630914826498,0.6111111111111112,0.074,0.0,0.2069,0.1667,0.2083,0.1294,0.07018294639991442,0.0671,0.08852459016393442,0.06786794686308037,0.0893,0.0939,0.9790895447723862,0.6111111111111112,0.0747,0.0,0.2069,0.1667,0.2083,0.1324,0.0716,0.0699,0.08848405985686401,0.06795875264007951,0.0885,0.0905,0.6108007448789564,0.611095776980403,0.0745,0.0,0.2069,0.1667,0.2083,0.1317,0.07014407403512461,0.0683,0.08868601238995762,0.06789487245555269,0.0733,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,0.5,0.04884318766066838,0.029768069441529987,0.030886041158484215,0.03262092238470191,0.11614162174303684,0.7584272979514729,0.033942668974543,0.9974068686357599,0.6273758185593356,0.16923076923076924,1.0,0.0,1.0,0.0,0.0,0.6,0.5,0.5,0.8421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.21524762687731894,0.7282294434746676,0.6007480367449933,0.2144,0.0909,0.9515342701462575,0.6851851851851853,0.0331,0.0,0.4828,0.1667,0.2083,0.1979,0.1843372204985557,0.2152,0.038032786885245896,0.09417335262396423,0.2185,0.0943,0.9830915457728864,0.685232426303855,0.0334,0.0,0.4828,0.1667,0.2083,0.2025,0.1882,0.2242,0.03806115810019518,0.0941731892160517,0.2165,0.0909,0.6852886405959026,0.685205630692796,0.0333,0.0,0.4828,0.1667,0.2083,0.2014,0.18435166684193924,0.219,0.03782197587218781,0.09417675856737955,0.1845,0.037037037037037035,0.0,0.037037037037037035,0.0,0.9625230931644233,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
886,0.25,0.16683804627249357,0.37938550473495747,0.4200364173566496,0.3250843644544432,1.0,0.7381781687230651,0.030623337695782498,0.6307633925747897,0.3235904807538732,0.015384615384615385,1.0,0.0,1.0,1.0,0.0,0.2,0.0,0.0,0.631578947368421,0.0,1.0,1.0,0.0,1.0,1.0,0.8373041879969887,0.8732875417525632,0.45482144409803654,0.3478,0.1682,0.9759105248064239,0.8425925925925927,0.2008,0.5395238095238095,0.1952,0.6525,0.0417,0.0,0.297314646410613,0.3775,0.08426229508196721,0.1592792318821518,0.1429,0.0583,0.9915957978989495,0.842545351473923,0.0663,0.19044804350396027,0.069,0.6667,0.0417,0.0,0.123,0.1534,0.02537410540013012,0.008199776369735371,0.4341,0.2014,0.843575418994414,0.8425338117582115,0.2472,0.6666666666666667,0.2414,0.6667,0.0417,0.0,0.36512777368808497,0.4984,0.08868601238995762,0.1535686678691059,0.4105,0.037037037037037035,0.25,0.037037037037037035,0.0,0.36104513064133015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0625
921,0.0,0.03598971722365039,0.15386750241993893,0.1805064073934105,0.156355455568054,0.3353548966756514,0.03607060629316961,1.0,0.8234140788058947,0.2050790608528989,0.13846153846153847,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.5,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.934600730919886,0.19960901335839484,0.8006952197086425,0.066,0.0519,0.9202753082879265,0.48148148148148145,0.0143,0.0,0.1379,0.125,0.1667,0.0378,0.05755857494383225,0.0436,0.0,0.03906352755491253,0.0672,0.0539,0.9721860930465233,0.4814342403628118,0.0145,0.0,0.1379,0.125,0.1667,0.0386,0.0588,0.0455,0.0,0.03901105727419555,0.0666,0.0519,0.48230912476722415,0.481507038365995,0.0144,0.0,0.1379,0.125,0.1667,0.0384,0.05752445052055947,0.0444,0.0,0.03903633084256635,0.0614,0.0,0.0,0.0,0.0,0.6896278701504355,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125
925,0.5,0.061696658097686374,0.15386750241993893,0.15250626996942315,0.156355455568054,0.07514880952380952,0.6362240982348427,0.03501129311436653,0.9369426348744545,0.48378853218335727,0.27692307692307694,1.0,0.0,1.0,0.0,0.0,0.4,0.5,0.5,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,0.6054721259046776,0.6961127236027587,0.5924314819811877,0.0124,0.0,0.9486664754803555,0.675925925925926,0.0236,0.0,0.1034,0.0417,0.0833,0.0447,0.01080560607681609,0.0145,0.0,0.009206892016309353,0.0126,0.0,0.982591295647824,0.6758786848072562,0.0238,0.0,0.1034,0.0417,0.0833,0.0457,0.011,0.015,0.0,0.009193688656976022,0.0125,0.0,0.6759776536312853,0.6759591498757935,0.0238,0.0,0.1034,0.0417,0.0833,0.0454,0.01083184351666842,0.0148,0.0,0.009147127029116207,0.0128,0.037037037037037035,0.0,0.037037037037037035,0.0,0.8838743731855371,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625
