,ID,Levy,Prod. year,Leather interior,Mileage,Cylinders,Doors,Wheel,Airbags,Airbags0,Category_Coupe,Category_Goods wagon,Category_Hatchback,Category_Jeep,Category_Microbus,Category_Minivan,Category_Sedan,Category_Universal,Fuel type_CNG,Fuel type_Diesel,Fuel type_Hybrid,Fuel type_LPG,Fuel type_Petrol,Fuel type_Plug-in Hybrid,Gear box type_Automatic,Gear box type_Manual,Gear box type_Tiptronic,Gear box type_Variator,Drive wheels_4x4,Drive wheels_Front,Drive wheels_Rear,merged1,tahmin,real,error,direction,abserror,percentage,abspercentage
67,45802203,1091.0,2016,1,110969,4,1,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,40494.36490293841,36564.0,-3930.3649029384105,-1.0,3930.3649029384105,-0.10749274977952113,0.10749274977952113
19185,45763765,640.0,2013,1,150000,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,21012.91428709416,25402.0,4389.085712905839,1.0,4389.085712905839,0.17278504499275013,0.17278504499275013
4272,45651222,609.0,2018,1,35058,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,13542.83811333902,18817.0,5274.161886660981,1.0,5274.161886660981,0.2802870748079386,0.2802870748079386
17369,45766846,900.0,2015,1,208213,4,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,20274.83850426574,6586.0,-13688.83850426574,-1.0,13688.83850426574,-2.0784753270977436,2.0784753270977436
19064,45791823,-1750.9820112795858,1994,1,0,6,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3790.3140146784554,2900.0,-890.3140146784554,-1.0,890.3140146784554,-0.3070048326477432,0.3070048326477432
16834,45801427,-1312.282011279586,1998,0,555555,4,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,6667.772572177815,7000.0,332.22742782218484,1.0,332.22742782218484,0.047461061117454975,0.047461061117454975
15342,45612330,52.716988720414115,2013,0,97000,4,1,1,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,16886.446532477366,19757.0,2870.5534675226336,1.0,2870.5534675226336,0.14529298312105246,0.14529298312105246
18880,45789515,1054.0,2009,0,175000,4,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,19304.661346325174,20385.0,1080.3386536748258,1.0,1080.3386536748258,0.052996745336022846,0.052996745336022846
4345,45804385,831.0,2011,1,63570,4,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,19878.35393438565,29087.0,9208.64606561435,1.0,9208.64606561435,0.31658975025318353,0.31658975025318353
8083,45649089,781.0,2012,1,159379,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,8813.671814806034,3136.0,-5677.671814806034,-1.0,5677.671814806034,-1.8104820838029443,1.8104820838029443
15974,45812810,-719.0740112795859,2008,0,176000,4,1,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,11393.811708875734,12544.0,1150.1882911242665,1.0,1150.1882911242665,0.09169230637151358,0.09169230637151358
11323,45801478,-1323.0890112795857,2003,0,84000,4,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,6933.210515670411,6899.0,-34.21051567041104,-1.0,34.21051567041104,-0.0049587644108437514,0.0049587644108437514
14938,45806234,-1222.4020112795858,2006,1,157000,4,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,6937.114114012478,7840.0,902.8858859875218,1.0,902.8858859875218,0.11516401606983696,0.11516401606983696
13260,44281349,1659.0,2014,1,240000,4,1,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,29859.457603997293,18000.0,-11859.457603997293,-1.0,11859.457603997293,-0.6588587557776273,0.6588587557776273
5614,45771205,1327.0,2018,1,0,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,20251.332859553117,1882.0,-18369.332859553117,-1.0,18369.332859553117,-9.76053818254682,9.76053818254682
6114,45809849,584.0,2014,1,81819,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,21683.79616173241,16879.0,-4804.796161732411,-1.0,4804.796161732411,-0.28466118619186037,0.28466118619186037
14986,45770767,-1390.178011279586,2003,0,5000,4,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,6288.326687106477,6272.0,-16.32668710647704,-1.0,16.32668710647704,-0.002603107000394936,0.002603107000394936
16540,45809194,271.0,2014,1,66212,4,1,1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,20357.503129072113,19030.0,-1327.5031290721126,-1.0,1327.5031290721126,-0.06975844083405741,0.06975844083405741
12789,45730544,831.0,2017,1,48064,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,44846.777685851564,39750.0,-5096.7776858515645,-1.0,5096.7776858515645,-0.12822082228557394,0.12822082228557394
5809,45746706,1515.0,2005,0,189000,4,1,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,12053.855726502537,8938.0,-3115.8557265025374,-1.0,3115.8557265025374,-0.3486077116248084,0.3486077116248084
7696,45809759,595.0,2015,1,87573,4,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,25460.421426261622,25387.0,-73.4214262616224,-1.0,73.4214262616224,-0.002892087535416646,0.002892087535416646
8427,45809748,-651.8780112795858,2006,0,1500000,5,0,1,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,14737.328382359781,13172.0,-1565.3283823597812,-1.0,1565.3283823597812,-0.11883756319160198,0.11883756319160198
18681,45798221,880.0,2018,1,58515,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,38541.57638165436,34074.0,-4467.576381654362,-1.0,4467.576381654362,-0.13111393970929044,0.13111393970929044
18913,45794104,574.0,2010,0,108000,4,1,1,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,14838.778133912409,12858.0,-1980.7781339124085,-1.0,1980.7781339124085,-0.15405025150975335,0.15405025150975335
13206,45656138,690.0,2016,1,59858,6,1,1,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,18810.90562664328,11917.0,-6893.905626643282,-1.0,6893.905626643282,-0.5784933814419134,0.5784933814419134
5494,45802331,862.0,2011,1,38283,4,1,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,20339.25755018506,29636.0,9296.742449814941,1.0,9296.742449814941,0.31369761269452495,0.31369761269452495
3993,45803887,707.0,2011,1,161345,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,20647.201501371237,21652.0,1004.7984986287629,1.0,1004.7984986287629,0.04640672910718469,0.04640672910718469
14787,45771564,-484.1020112795859,2004,1,179100,6,1,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,16552.85424730122,14740.0,-1812.8542473012203,-1.0,1812.8542473012203,-0.12298875490510314,0.12298875490510314
8748,45730602,707.0,2011,1,247713,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,20341.632126186152,18240.0,-2101.632126186152,-1.0,2101.632126186152,-0.1152210595496794,0.1152210595496794
8028,45798664,-987.4300112795859,2003,1,226000,4,1,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,8547.332131189805,10036.0,1488.6678688101947,1.0,1488.6678688101947,0.1483327888411912,0.1483327888411912
8445,45803736,765.0,2015,1,108505,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,36488.0809467699,31248.0,-5240.0809467699,-1.0,5240.0809467699,-0.16769332266928763,0.16769332266928763
15225,45808282,586.0,2012,1,0,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,8911.451441520678,2352.0,-6559.451441520678,-1.0,6559.451441520678,-2.788882415612533,2.788882415612533
7142,45792716,-1725.7300112795858,1993,0,245000,4,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3664.702410312426,3136.0,-528.7024103124259,-1.0,528.7024103124259,-0.16859132981901334,0.16859132981901334
15080,45805623,1126.5689887204142,2011,1,100000,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,10829.24061388309,29793.0,18963.759386116908,1.0,18963.759386116908,0.6365172821171721,0.6365172821171721
5498,45815419,1228.0,2007,0,222222,4,1,1,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,12683.387329205214,7840.0,-4843.387329205214,-1.0,4843.387329205214,-0.6177789960720936,0.6177789960720936
18827,45809037,503.0,2012,1,151887,4,1,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,17020.57982545992,7310.0,-9710.579825459921,-1.0,9710.579825459921,-1.3283966929493736,1.3283966929493736
3116,45790612,-282.8350112795859,2014,0,105600,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,14465.520548024462,16621.0,2155.479451975538,1.0,2155.479451975538,0.12968410155679788,0.12968410155679788
5104,45732542,1017.0,2017,1,73324,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,47426.12818216221,57428.0,10001.87181783779,1.0,10001.87181783779,0.1741636800487182,0.1741636800487182
11277,45804523,-450.61101127958585,2003,0,370000,4,1,1,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,15080.316588491532,15053.0,-27.316588491532457,-1.0,27.316588491532457,-0.0018146939807036774,0.0018146939807036774
3149,45261759,4146.643988720414,2018,0,1358,4,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,60851.39883418355,58018.0,-2833.39883418355,-1.0,2833.39883418355,-0.04883654786761953,0.04883654786761953
4020,42094534,779.0,2013,1,140298,4,1,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,17408.192287863254,19130.0,1721.807712136746,1.0,1721.807712136746,0.09000563053511479,0.09000563053511479
12154,45803300,640.0,2013,1,90178,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,13452.500887302638,7683.0,-5769.500887302638,-1.0,5769.500887302638,-0.7509437572956708,0.7509437572956708
4148,45733142,765.0,2015,1,732232,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,11779.368637864613,12544.0,764.6313621353875,1.0,764.6313621353875,0.060955944047782804,0.060955944047782804
1114,45802308,1091.0,2016,1,110969,4,1,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,39587.25999978579,42764.0,3176.7400002142094,1.0,3176.7400002142094,0.07428538023136773,0.07428538023136773
7646,45809624,502.0,2013,1,112200,4,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,19047.56855652195,29445.0,10397.43144347805,1.0,10397.43144347805,0.3531136506530158,0.3531136506530158
12774,45790853,-1658.6410112795859,1994,0,262000,4,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,4445.821954712881,3763.0,-682.821954712881,-1.0,682.821954712881,-0.18145680433507336,0.18145680433507336
312,45769910,781.0,2012,1,281659,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,17011.050290631913,8154.0,-8857.050290631913,-1.0,8857.050290631913,-1.0862215220299132,1.0862215220299132
3391,45513057,1327.0,2011,1,127000,6,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,34068.07518380841,19500.0,-14568.07518380841,-1.0,14568.07518380841,-0.7470807786568415,0.7470807786568415
13554,45732925,836.0,2010,1,71941,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,16609.525539910774,9408.0,-7201.525539910774,-1.0,7201.525539910774,-0.7654682759258901,0.7654682759258901
4918,45766407,6327.838988720415,2016,1,63000,6,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,66942.11077726287,78403.0,11460.889222737125,1.0,11460.889222737125,0.14617921792198163,0.14617921792198163
14161,45800374,891.0,2016,1,74000,4,1,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,31237.588125328908,18817.0,-12420.588125328908,-1.0,12420.588125328908,-0.6600727068782967,0.6600727068782967
14112,45810077,503.0,2012,1,68000,4,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,18728.812762844187,19306.0,577.1872371558129,1.0,577.1872371558129,0.029896780128240593,0.029896780128240593
11135,45333658,1598.0,2008,1,218000,6,1,1,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,20040.31904057727,27598.0,7557.680959422731,1.0,7557.680959422731,0.2738488643895475,0.2738488643895475
17778,42942747,1462.120988720414,2008,1,132800,6,1,1,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,16741.29099020554,32929.0,16187.70900979446,1.0,16187.70900979446,0.4915943092652209,0.4915943092652209
10209,45786822,-1792.8190112795858,2003,0,50000,3,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4174.776496539191,2509.0,-1665.7764965391907,-1.0,1665.7764965391907,-0.6639204848701438,0.6639204848701438
1731,45807147,455.4649887204141,2013,0,169600,4,1,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,16652.743332017737,23521.0,6868.256667982263,1.0,6868.256667982263,0.29200530028409777,0.29200530028409777
14470,45794092,-1021.0280112795858,2001,0,25000,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,8842.56816482959,9722.0,879.4318351704096,1.0,879.4318351704096,0.09045791351269385,0.09045791351269385
4191,45781968,-1390.178011279586,1996,0,233000,4,1,1,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,6237.260168226005,6272.0,34.73983177399532,1.0,34.73983177399532,0.0055388762394762946,0.0055388762394762946
18901,45768555,1750.0,2008,1,334414,6,1,1,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,8848.284567059214,12544.0,3695.715432940786,1.0,3695.715432940786,0.2946201716311213,0.2946201716311213
16694,45816272,1308.0,2012,1,123622,8,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,16126.889788887273,5645.0,-10481.889788887273,-1.0,10481.889788887273,-1.856844958173122,1.856844958173122
2200,45809431,609.0,2016,1,70000,4,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,26839.97571682853,22197.0,-4642.975716828529,-1.0,4642.975716828529,-0.20917131670174027,0.20917131670174027
10197,45796657,-551.1910112795858,2003,1,130000,8,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,15734.329372680522,14113.0,-1621.3293726805223,-1.0,1621.3293726805223,-0.11488197921636238,0.11488197921636238
17279,45787295,-115.05901127958589,2011,0,111000,4,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,16594.333043258765,18189.0,1594.6669567412355,1.0,1594.6669567412355,0.08767205216016469,0.08767205216016469
8209,45759925,-215.63901127958587,2010,0,131200,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,12573.445588618986,17249.0,4675.554411381014,1.0,4675.554411381014,0.2710623463030329,0.2710623463030329
8239,45777430,-1188.804011279586,2003,0,395000,4,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,8393.842569558123,8154.0,-239.8425695581227,-1.0,239.8425695581227,-0.02941409977411365,0.02941409977411365
3611,45692586,187.00198872041412,2012,0,108773,4,1,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,20187.921510540284,21012.0,824.0784894597164,1.0,824.0784894597164,0.03921942173328176,0.03921942173328176
9130,45730872,730.0,2016,1,70940,4,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,36466.86521413646,43868.0,7401.134785863542,1.0,7401.134785863542,0.168713750019685,0.168713750019685
5874,45801836,687.0,2010,1,87640,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,15191.636320708692,14834.0,-357.63632070869244,-1.0,357.63632070869244,-0.024109230194734557,0.024109230194734557
16631,45615857,1292.0,2016,1,62938,6,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,34127.42632322854,19130.0,-14997.426323228538,-1.0,14997.426323228538,-0.783974193582255,0.783974193582255
3675,45098510,843.0,2008,0,240000,4,1,1,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,11082.110589085114,9722.0,-1360.110589085114,-1.0,1360.110589085114,-0.13990028688388337,0.13990028688388337
2603,45813023,-618.3870112795859,2009,0,288000,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,10029.892287419823,13485.0,3455.1077125801767,1.0,3455.1077125801767,0.2562185919599686,0.2562185919599686
1975,45764294,1659.0,2014,1,0,8,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,19512.158658000077,3293.0,-16219.158658000077,-1.0,16219.158658000077,-4.925344262982106,4.925344262982106
8935,45768098,1537.0,2009,1,420550,6,1,1,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11776.723050643557,12074.0,297.27694935644286,1.0,297.27694935644286,0.024621248083190564,0.024621248083190564
8098,45766189,1481.0,2017,1,44642,6,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,31883.452916519644,13328.0,-18555.452916519644,-1.0,18555.452916519644,-1.3922158550810058,1.3922158550810058
7900,45808555,586.0,2012,1,199432,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,8177.697002161662,1646.0,-6531.697002161662,-1.0,6531.697002161662,-3.968224181143172,3.968224181143172
2740,45797303,893.0,2008,1,81928,4,1,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,13777.710136505586,6272.0,-7505.710136505586,-1.0,7505.710136505586,-1.1967012334989773,1.1967012334989773
9100,45814311,-551.1910112795858,2006,1,140000,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,12764.546393418383,14113.0,1348.4536065816174,1.0,1348.4536065816174,0.0955469146589398,0.0955469146589398
9503,45792986,-1742.5290112795858,1997,0,212000,4,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3541.3572085432934,2979.0,-562.3572085432934,-1.0,562.3572085432934,-0.18877381958485848,0.18877381958485848
18064,45730131,831.0,2017,1,97709,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,44846.777685851564,38580.0,-6266.7776858515645,-1.0,6266.7776858515645,-0.16243591720714268,0.16243591720714268
2549,45626041,-719.0740112795859,2004,1,153000,4,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,10189.096271762204,12544.0,2354.903728237796,1.0,2354.903728237796,0.1877314834373243,0.1877314834373243
5242,45732094,891.0,2016,1,126465,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,43962.17424827414,49858.0,5895.825751725861,1.0,5895.825751725861,0.11825235171338322,0.11825235171338322
3357,45795702,-987.4300112795859,2007,0,125000,4,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,8346.980140206972,10036.0,1689.0198597930284,1.0,1689.0198597930284,0.16829611994749188,0.16829611994749188
8450,45261880,988.0,2007,0,107248,4,1,1,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,11623.28031327188,11133.0,-490.28031327188,-1.0,490.28031327188,-0.04403847240383365,0.04403847240383365
15064,45803409,891.0,2016,1,284490,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,15788.447984119184,15681.0,-107.44798411918418,-1.0,107.44798411918418,-0.006852113010597806,0.006852113010597806
2691,45488007,6327.838988720415,2014,1,142000,6,0,1,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,86687.5020183603,78403.0,-8284.502018360305,-1.0,8284.502018360305,-0.10566562527403676,0.10566562527403676
16885,45757335,2913.0,2018,1,91843,8,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,24550.570394160495,7527.0,-17023.570394160495,-1.0,17023.570394160495,-2.261667383308157,2.261667383308157
13505,45455349,781.0,2012,1,102000,4,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,18365.355721997003,14426.0,-3939.3557219970025,-1.0,3939.3557219970025,-0.2730733205321643,0.2730733205321643
12150,45802620,640.0,2013,1,210768,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,28455.931786915135,29489.0,1033.0682130848654,1.0,1033.0682130848654,0.03503232436111314,0.03503232436111314
4229,45809295,501.0,2014,1,138000,4,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,17956.3114892612,13946.0,-4010.3114892611993,-1.0,4010.3114892611993,-0.2875599805866341,0.2875599805866341
17718,45810207,1051.0,2016,1,155763,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,34771.23125575451,24283.0,-10488.231255754508,-1.0,10488.231255754508,-0.43191661885905813,0.43191661885905813
6831,45789119,574.0,2010,0,173000,4,1,1,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,13984.187056401594,12544.0,-1440.1870564015935,-1.0,1440.1870564015935,-0.11481083038915764,0.11481083038915764
3960,45649715,781.0,2012,1,156518,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,8813.671814806034,3607.0,-5206.671814806034,-1.0,5206.671814806034,-1.4434909383992331,1.4434909383992331
461,45662050,247.0,2014,1,149970,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,8380.649999084235,2274.0,-6106.649999084235,-1.0,6106.649999084235,-2.685422163185679,2.685422163185679
16481,45808880,1011.0,2016,1,99742,4,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,42915.68355567529,78048.0,35132.31644432471,1.0,35132.31644432471,0.4501373058159685,0.4501373058159685
14892,45793728,4057.0,2004,1,12400,8,0,1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,49907.035346641904,17876.0,-32031.035346641904,-1.0,32031.035346641904,-1.7918457902574347,1.7918457902574347
6929,45802388,781.0,2012,1,54595,4,1,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,21189.483732748646,23772.0,2582.5162672513543,1.0,2582.5162672513543,0.10863689497103123,0.10863689497103123
16137,45727938,-297.9220112795859,2010,0,83000,4,1,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,17331.871923454462,16480.0,-851.8719234544624,-1.0,851.8719234544624,-0.05169125749116883,0.05169125749116883
14671,45499503,1032.0,2012,1,144000,4,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,13137.23564897542,10663.0,-2474.23564897542,-1.0,2474.23564897542,-0.23203935561994,0.23203935561994
6930,45604020,781.0,2012,0,142735,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,19433.490423045787,15053.0,-4380.490423045787,-1.0,4380.490423045787,-0.2910044790437645,0.2910044790437645
2795,45796866,781.0,2012,1,2012,4,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,18237.059589874287,15681.0,-2556.0595898742868,-1.0,2556.0595898742868,-0.1630036088179508,0.1630036088179508
8802,45756970,-920.3410112795858,2003,0,84455,4,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,10791.37878536791,10663.0,-128.3787853679096,-1.0,128.3787853679096,-0.012039649757845784,0.012039649757845784
100,45809760,473.0,2014,1,80827,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,13381.998551794899,2901.0,-10480.998551794899,-1.0,10480.998551794899,-3.612891606961358,3.612891606961358
4487,45801389,-1825.8820112795859,2002,0,199000,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2773.134979715196,2200.0,-573.1349797151961,-1.0,573.1349797151961,-0.2605158998705437,0.2605158998705437
11506,45797466,1249.0,2017,1,105743,4,1,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,40913.478552510875,44843.0,3929.5214474891254,1.0,3929.5214474891254,0.08762842467027464,0.08762842467027464
9210,45798390,-1541.1550112795858,2002,1,180000,4,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,8365.73322001053,4861.0,-3504.73322001053,-1.0,3504.73322001053,-0.7209901707489262,0.7209901707489262
9098,45799422,-668.6770112795858,2005,1,235000,6,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,11309.33253232019,13015.0,1705.6674676798102,1.0,1705.6674676798102,0.13105397369802613,0.13105397369802613
