,ID,approv_in_adv,open_credit,business_or_commercial,loan_amount,term,property_value,income,Credit_Score,LTV,dtir1,tahmin,real,prob,correct,
40410,65436,0,0,0,176500,360,238000,8040,784,74.15966387,39,0,0,0.401867015284874,TRUE,0.695508404519151
61483,86594,0,0,0,236500,300,298000,8040,792,79.36241611,20,0,0,0.391978611881982,TRUE,0.695592286501377
24239,49201,0,0,0,866500,360,4008000,8040,861,21.61926148,50,1,1,0.916503225364746,TRUE,0.695676122280364
126630,152009,0,0,0,396500,360,498000,8100,519,79.6184739,58,1,1,0.814882793634765,TRUE,0.695759911894273
129709,155092,0,0,0,486500,360,858000,8100,526,56.7016317,38,0,0,0.315148561030582,TRUE,0.695843655381228
142625,168051,0,0,0,286500,360,308000,8100,527,93.01948052,43,1,0,0.556756849187055,FALSE,0.695652173913043
120584,145938,0,0,0,586500,360,1008000,8100,529,58.18452381,31,0,0,0.318345457040057,TRUE,0.695735900962861
8904,33812,0,0,0,476500,360,608000,8100,557,78.37171053,39,0,0,0.328478442531197,TRUE,0.695819581958196
30396,55379,0,0,0,126500,144,188000,8100,565,67.28723404,42,0,0,0.450537601204402,TRUE,0.695903216937036
80643,105817,1,0,0,556500,360,628000,8100,568,88.61464968,34,0,0,0.36503720115189,TRUE,0.695986805937328
123491,148860,0,0,0,326500,360,578000,8100,622,56.48788927,39,0,0,0.314411911316659,TRUE,0.696070348996977
69365,94499,0,0,0,256500,360,588000,8100,630,43.62244898,6,0,1,0.348945096571796,FALSE,0.695879120879121
148007,173453,0,0,0,436500,360,458000,8100,719,95.30567686,42,0,0,0.440457432797445,TRUE,0.695962647624279
146421,171860,0,0,0,386500,360,478000,8100,729,80.85774059,49,0,0,0.373137719096012,TRUE,0.696046128500824
46621,71668,0,0,0,426500,360,458000,8100,736,93.12227074,36,0,0,0.42032857163465,TRUE,0.696129563546528
120662,146017,1,0,0,476500,360,568000,8100,794,83.89084507,36,0,0,0.367307595089229,TRUE,0.696212952799122
7710,32615,0,0,0,666500,360,928000,8100,818,71.82112069,37,0,0,0.314356174521054,TRUE,0.696296296296296
100200,125454,0,0,1,356500,360,438000,8100,842,81.39269406,40,1,0,0.510729920977291,FALSE,0.696105320899616
22459,47416,0,0,0,246500,180,358000,8100,847,68.8547486,33,0,0,0.328553101146512,TRUE,0.696188648204003
34554,59554,0,0,0,426500,360,718000,8100,847,59.40111421,25,0,0,0.314788779083345,TRUE,0.696271929824561
118955,144304,0,0,1,266500,180,238000,8100,849,111.9747899,33,1,1,0.892906705085716,TRUE,0.696355165798849
145251,170687,1,0,0,706500,360,1128000,8100,885,62.63297872,42,0,1,0.346051006313364,FALSE,0.696164383561644
53074,78149,0,0,0,326500,360,378000,8100,890,86.37566138,30,0,1,0.448400736067818,FALSE,0.695973705834018
14765,39692,0,0,0,546500,360,738000,8100,895,74.05149051,42,0,0,0.329018205678706,TRUE,0.6960569550931
136238,161642,0,0,0,616500,360,778000,8160,593,79.24164524,44,0,0,0.344135908434685,TRUE,0.696140158773611
86196,111392,0,0,0,376500,360,978000,8160,599,38.49693252,28,0,0,0.315541131156891,TRUE,0.696223316912972
69012,94145,0,0,0,346500,360,438000,8160,636,79.10958904,32,0,0,0.337489725734638,TRUE,0.696306429548564
28707,53682,0,0,0,606500,360,3068000,8160,654,19.76857888,49,0,0,0.348912154956886,TRUE,0.696389496717724
114467,139798,0,0,0,286500,360,908000,8160,659,31.55286344,43,0,0,0.330347936385334,TRUE,0.696472518457752
5236,30138,0,0,0,216500,360,228000,8160,661,94.95614035,45,1,0,0.546753598146396,FALSE,0.696282121377802
21841,46796,0,0,0,446500,360,568000,8160,671,78.60915493,22,0,0,0.3284198026419,TRUE,0.696365127083903
29029,54006,0,0,0,576500,360,808000,8160,672,71.3490099,35,0,0,0.31529688814621,TRUE,0.696448087431694
2192,27087,0,0,0,336500,360,428000,8160,679,78.62149533,34,0,0,0.333824237223948,TRUE,0.696531002458345
122565,147930,0,0,0,566500,360,628000,8160,699,90.20700637,33,0,0,0.401417031857835,TRUE,0.696613872200983
18767,43709,0,0,0,426500,360,508000,8160,709,83.95669291,31,0,0,0.416015793683055,TRUE,0.696696696696697
127821,153201,0,0,0,206500,360,258000,8160,762,80.03875969,35,0,0,0.402182401937994,TRUE,0.696779475982533
128662,154043,0,0,0,716500,360,838000,8160,764,85.50119332,42,0,0,0.409063210966768,TRUE,0.696862210095498
114063,139392,0,0,0,466500,360,678000,8160,776,68.80530973,47,0,0,0.329552535809096,TRUE,0.696944899072559
56048,81134,0,0,0,596500,360,898000,8160,800,66.42538976,37,0,0,0.315579676477125,TRUE,0.697027542950641
113960,139289,0,0,0,336500,360,438000,8160,805,76.82648402,31,0,0,0.337619675760858,TRUE,0.69711014176663
61778,86892,0,0,0,446500,360,478000,8160,867,93.41004184,42,0,0,0.418636546391932,TRUE,0.697192695557373
41910,66937,0,0,0,456500,360,578000,8160,871,78.97923875,32,0,0,0.333302242571221,TRUE,0.697275204359673
13622,38545,0,0,0,586500,180,2058000,8220,502,28.49854227,48,0,0,0.345522169280365,TRUE,0.697357668210297
109341,134651,0,0,0,436500,360,738000,8220,507,59.14634146,22,0,0,0.316080870980684,TRUE,0.69744008714597
58896,83996,1,0,0,446500,360,478000,8220,529,93.41004184,44,0,0,0.37253152867764,TRUE,0.697522461203376
95014,120247,1,0,0,636500,240,758000,8220,536,83.97097625,45,0,0,0.416646103971058,TRUE,0.697604790419162
132652,158044,0,0,0,256500,360,288000,8220,553,89.0625,43,1,0,0.554524070083002,FALSE,0.697414965986394
17509,42445,0,0,0,476500,360,518000,8220,572,91.98841699,43,0,0,0.407482238270579,TRUE,0.697497279651795
62918,88036,0,0,0,346500,360,388000,8220,589,89.30412371,49,0,0,0.456759363656118,TRUE,0.697579548545009
145975,171412,0,0,1,266500,360,278000,8220,616,95.86330935,40,1,1,0.580674584538138,TRUE,0.697661772702556
107272,132569,1,0,0,346500,360,588000,8220,621,58.92857143,24,0,0,0.305644924340661,TRUE,0.697743952160913
1035,25927,0,0,0,686500,360,688000,8220,624,99.78197674,50,1,0,0.647389718915315,FALSE,0.697554347826087
95130,120363,0,0,0,486500,360,508000,8220,683,95.76771654,38,0,0,0.410026287845817,TRUE,0.697636511817441
81863,107041,0,0,0,596500,360,798000,8220,690,74.74937343,60,1,0,0.862428702147301,FALSE,0.697447039652363
42262,67290,0,0,0,506500,360,638000,8220,723,79.38871473,26,0,0,0.3284198026419,TRUE,0.697529188161825
64940,90063,0,0,0,396500,300,548000,8220,754,72.3540146,36,0,0,0.342282904020432,TRUE,0.697611292073833
48416,73467,1,0,0,586500,360,728000,8220,777,80.56318681,43,0,0,0.331707227536812,TRUE,0.697693351424695
144676,170109,1,0,0,226500,360,238000,8220,799,95.16806723,25,0,0,0.443231211719134,TRUE,0.697775366250678
67315,92443,0,0,0,526500,360,628000,8220,817,83.83757962,42,0,0,0.407606160777671,TRUE,0.697857336588012
142778,168204,1,0,0,596500,360,708000,8220,845,84.25141243,42,0,0,0.378826937698573,TRUE,0.697939262472885
73389,98538,0,0,0,506500,360,678000,8220,866,74.70501475,41,0,0,0.320764834695073,TRUE,0.698021143941448
21114,46063,0,0,0,556500,360,628000,8220,900,88.61464968,42,0,0,0.430116570112707,TRUE,0.69810298102981
18519,43459,0,0,0,486500,360,518000,8280,532,93.91891892,32,0,0,0.403659851449683,TRUE,0.698184773774045
112609,137934,0,0,0,486500,360,558000,8280,552,87.18637993,48,0,0,0.40680300297722,TRUE,0.698266522210184
147433,172878,0,0,0,276500,360,318000,8280,556,86.94968553,31,1,1,0.537713071342433,TRUE,0.698348226374221
119571,144922,1,0,0,286500,360,368000,8280,569,77.85326087,36,0,0,0.335581556989463,TRUE,0.698429886302112
1152,26044,0,0,0,286500,360,478000,8280,616,59.93723849,13,0,0,0.340469643667155,TRUE,0.69851150202977
39061,64080,0,0,0,576500,360,1568000,8280,633,36.76658163,37,0,1,0.320952772415772,FALSE,0.698322510822511
51226,76291,0,0,1,436500,360,448000,8280,645,97.43303571,34,1,0,0.511442686708324,FALSE,0.698133621855559
24163,49125,0,0,0,116500,360,158000,8280,674,73.73417722,46,0,0,0.460126543679404,TRUE,0.69821525148729
50653,75714,0,0,0,486500,360,978000,8280,741,49.74437628,35,0,0,0.315821199990829,TRUE,0.698296836982968
126303,151681,0,0,0,456500,360,578000,8280,773,78.97923875,30,0,0,0.329368335965156,TRUE,0.698378378378378
31756,56745,0,0,0,386500,360,528000,8280,811,73.20075758,37,0,0,0.316255870809383,TRUE,0.698459875709268
10058,34971,0,0,0,526500,240,878000,8280,820,59.96583144,31,0,0,0.300413918022016,TRUE,0.698541329011345
135256,160657,0,0,0,306500,240,388000,8280,833,78.99484536,30,0,0,0.331520379112335,TRUE,0.698622738320281
4167,29069,0,0,0,266500,360,588000,8280,855,45.32312925,14,0,1,0.346422480864592,FALSE,0.698434125269978
16157,41087,0,0,0,466500,360,628000,8280,857,74.28343949,37,0,0,0.315903890037498,TRUE,0.698515519568151
13688,38611,0,0,1,586500,360,608000,8280,860,96.46381579,30,0,0,0.483526337577271,TRUE,0.698596869940637
85413,110605,0,0,0,566500,360,648000,8280,871,87.42283951,35,0,0,0.404493102005936,TRUE,0.698678176422984
50894,75956,0,0,0,266500,180,568000,8340,506,46.91901408,42,0,0,0.324192799536195,TRUE,0.698759439050701
2431,27327,0,0,0,716500,360,1808000,8340,554,39.62942478,42,0,0,0.332699688220679,TRUE,0.698840657859261
126332,151710,0,0,0,606500,360,878000,8340,565,69.07744875,46,0,1,0.329125771099661,FALSE,0.698652291105121
38151,63164,0,0,0,316500,360,468000,8340,570,67.62820513,29,0,0,0.317012496963725,TRUE,0.698733495014821
123792,149162,0,0,0,266500,180,458000,8340,570,58.18777293,39,0,0,0.315619989895519,TRUE,0.698814655172414
66851,91979,0,0,0,146500,240,358000,8340,654,40.92178771,13,0,1,0.376601898669992,FALSE,0.698626447616483
24924,49887,0,0,0,136500,180,208000,8340,657,65.625,27,0,0,0.413478201032494,TRUE,0.698707592891761
41926,66953,0,0,0,266500,360,388000,8340,668,68.68556701,37,0,0,0.326215867358205,TRUE,0.69878869448183
30167,55150,0,0,0,116500,360,148000,8340,678,78.71621622,34,0,0,0.440629547837318,TRUE,0.698869752421959
25305,50270,1,0,0,416500,360,568000,8340,689,73.32746479,36,0,0,0.307519278484735,TRUE,0.698950766747377
71884,97024,0,0,0,256500,180,378000,8340,692,67.85714286,21,0,0,0.320876958364442,TRUE,0.699031737493276
74426,99577,1,0,0,406500,360,1008000,8340,702,40.32738095,49,0,1,0.321329416134664,FALSE,0.698843775208389
141462,166883,1,0,0,406500,360,458000,8340,780,88.75545852,29,0,0,0.383118169349617,TRUE,0.698924731182796
25484,50450,0,0,0,476500,360,528000,8340,794,90.24621212,38,0,0,0.405296445024112,TRUE,0.699005643644182
121959,147321,0,0,0,326500,360,558000,8340,829,58.5125448,24,0,0,0.314193004911876,TRUE,0.69908651262762
70607,95742,0,0,0,556500,360,698000,8340,857,79.7277937,34,0,0,0.334920721856394,TRUE,0.699167338168144
101538,126798,0,0,0,636500,360,678000,8340,859,93.87905605,39,0,0,0.407614684265227,TRUE,0.699248120300752
28276,53251,0,0,0,576500,360,688000,8340,864,83.79360465,48,0,0,0.411406646665084,TRUE,0.699328859060403
100075,125329,0,0,1,366500,360,458000,8340,865,80.02183406,38,1,1,0.500867644916431,TRUE,0.699409554482018
39608,64630,0,0,0,486500,360,708000,8340,878,68.71468927,30,0,0,0.31481469781382,TRUE,0.699490206600483
102389,127654,0,0,0,266500,360,408000,8340,880,65.31862745,22,0,0,0.328229452168454,TRUE,0.699570815450644
68559,93689,0,0,0,356500,240,608000,8340,883,58.63486842,33,0,0,0.303576685290762,TRUE,0.69965138106731
31368,56355,0,0,0,306500,180,638000,8400,524,48.04075235,28,0,0,0.308714079895121,TRUE,0.699731903485255
64474,89595,0,0,0,256500,360,248000,8400,530,103.4274194,47,1,1,0.680785384015759,TRUE,0.699812382739212
36934,61942,0,0,0,306500,360,328000,8400,532,93.44512195,45,1,0,0.522316115415002,FALSE,0.69962486602358
115806,141140,0,0,0,336500,360,508000,8400,568,66.24015748,27,0,0,0.316311314580416,TRUE,0.69970533083311
124210,149582,0,0,1,506500,360,548000,8400,572,92.4270073,46,0,0,0.462155669808971,TRUE,0.699785752544188
128691,154072,0,0,0,186500,360,248000,8400,585,75.2016129,40,0,0,0.407684127859154,TRUE,0.699866131191432
138278,163693,0,0,0,496500,360,668000,8400,602,74.32634731,46,0,1,0.331499981720454,FALSE,0.699678800856531
99748,125002,0,0,0,336500,300,408000,8400,626,82.4754902,36,1,1,0.509271673695388,TRUE,0.6997591651057
94122,119351,0,0,0,596500,360,878000,8400,652,67.93849658,36,0,0,0.314742194794411,TRUE,0.69983948635634
106198,131487,0,0,0,376500,360,508000,8400,672,74.11417323,9,0,0,0.34867119415919,TRUE,0.699919764642953
119634,144986,0,0,0,346500,360,468000,8400,686,74.03846154,37,0,0,0.318435945212824,TRUE,0.7
65917,91044,0,0,0,766500,360,1178000,8400,704,65.06791171,49,1,1,0.654051927846791,TRUE,0.700080192461909
96789,122030,0,0,0,406500,240,558000,8400,707,72.84946237,42,0,0,0.316032156922466,TRUE,0.700160342063068
123366,148734,0,0,0,416500,300,598000,8400,729,69.64882943,41,0,0,0.34990669687396,TRUE,0.700240448837831
107146,132442,0,0,0,366500,360,478000,8400,735,76.67364017,29,0,0,0.329993787066309,TRUE,0.700320512820513
92906,118130,0,0,0,636500,360,778000,8400,762,81.81233933,44,0,0,0.403395859423958,TRUE,0.700400534045394
98211,123457,0,0,0,616500,360,918000,8400,767,67.15686275,37,0,0,0.315580579342074,TRUE,0.700480512546717
16274,41205,0,0,0,326500,240,518000,8400,777,63.03088803,31,0,0,0.304413799869179,TRUE,0.700560448358687
132713,158105,0,0,0,416500,360,558000,8400,794,74.64157706,26,0,0,0.317292699007326,TRUE,0.700640341515475
8986,33894,0,0,0,456500,360,568000,8400,812,80.36971831,30,0,0,0.33106277226429,TRUE,0.700720192051214
89985,115191,0,0,0,386500,360,858000,8400,828,45.04662005,24,0,0,0.316466907714293,TRUE,0.7008
139591,165007,0,0,0,356500,360,678000,8400,834,52.58112094,22,0,0,0.316767267458566,TRUE,0.700879765395894
14007,38930,0,0,0,426500,360,728000,8400,835,58.58516484,20,0,0,0.314143101421573,TRUE,0.700959488272921
132547,157939,0,0,0,716500,360,798000,8400,851,89.78696742,47,0,0,0.408495134439259,TRUE,0.701039168665068
43274,68306,0,0,0,696500,360,738000,8400,859,94.37669377,49,0,0,0.412245340815009,TRUE,0.701118806606287
27202,52177,0,0,0,516500,360,808000,8400,865,63.92326733,30,0,0,0.31481469781382,TRUE,0.701198402130493
108881,134186,0,0,0,186500,180,388000,8400,867,48.06701031,24,0,0,0.334779969252605,TRUE,0.701277955271565
88527,113730,0,0,0,516500,360,588000,8400,869,87.84013605,46,0,1,0.410996992095092,FALSE,0.701091296247006
63490,88610,0,0,0,406500,360,428000,8400,879,94.97663551,33,0,0,0.432883489900268,TRUE,0.701170835550825
49737,74796,0,0,0,256500,360,788000,8460,506,32.55076142,44,0,0,0.336864717353708,TRUE,0.701250332535249
134655,160055,0,0,0,396500,300,578000,8460,515,68.59861592,29,0,0,0.346730779598213,TRUE,0.701329787234043
38622,63639,0,0,0,326500,180,858000,8460,515,38.05361305,33,0,0,0.308714079895121,TRUE,0.701409199680936
74804,99958,0,0,0,216500,360,218000,8460,533,99.31192661,7,1,1,0.612095307722722,TRUE,0.701488569909623
81409,106585,0,0,0,626500,360,1058000,8460,535,59.21550095,45,0,0,0.336033214672865,TRUE,0.70156789795376
139557,164973,0,0,0,426500,360,448000,8460,535,95.20089286,43,0,0,0.428220323709848,TRUE,0.701647183846971
54606,79683,0,0,1,276500,360,288000,8460,582,96.00694444,53,1,0,0.61825998164792,FALSE,0.701460823373174
132961,158354,0,0,0,526500,360,548000,8460,584,96.07664234,49,0,0,0.41516783016291,TRUE,0.70154009559214
114679,140012,0,0,0,396500,360,568000,8460,587,69.80633803,31,0,0,0.315365516108126,TRUE,0.701619325723387
130448,155834,0,0,0,586500,360,738000,8460,608,79.47154472,41,0,0,0.333302218866383,TRUE,0.701698513800425
50365,75426,0,0,0,336500,360,378000,8460,613,89.02116402,36,0,0,0.441585641303493,TRUE,0.701777659856726
22934,47894,0,0,1,286500,360,338000,8460,641,84.76331361,46,1,0,0.54960010070164,FALSE,0.701591511936339
63004,88122,0,0,0,356500,360,548000,8460,659,65.05474453,49,0,0,0.328837019739326,TRUE,0.701670644391408
136810,162217,0,0,0,446500,360,828000,8460,673,53.92512077,39,0,0,0.315785667686473,TRUE,0.701749734888653
63518,88638,0,0,0,306500,360,438000,8460,673,69.97716895,26,0,0,0.322062477089677,TRUE,0.701828783461437
41675,66702,0,0,0,476500,360,508000,8460,674,93.7992126,31,0,0,0.404252227683472,TRUE,0.701907790143084
103627,128897,1,0,0,426500,360,568000,8460,683,75.08802817,47,0,0,0.324402102037859,TRUE,0.701986754966887
47779,72829,0,0,0,326500,180,1008000,8460,684,32.39087302,42,0,0,0.318932444095683,TRUE,0.702065677966102
72397,97540,0,0,1,506500,360,528000,8460,715,95.9280303,34,0,0,0.483248932319631,TRUE,0.702144559173948
87561,112762,0,0,0,476500,180,638000,8460,739,74.68652038,37,0,0,0.308674294669131,TRUE,0.70222339862361
23276,48237,1,0,0,226500,96,378000,8460,747,59.92063492,41,0,0,0.312046535049742,TRUE,0.70230219634824
24794,49756,0,0,0,156500,240,228000,8460,754,68.64035088,5,0,0,0.420470874946702,TRUE,0.702380952380952
130526,155912,0,0,0,396500,360,578000,8460,777,68.59861592,47,0,0,0.329491257900661,TRUE,0.702459666754827
55449,80529,0,0,0,726500,360,1058000,8460,792,68.66729679,38,0,0,0.326916172612078,TRUE,0.702538339502909
79845,105014,0,0,0,636500,360,1078000,8460,801,59.0445269,34,0,0,0.326445694439025,TRUE,0.702616970658208
133332,158726,0,0,0,206500,180,908000,8460,807,22.74229075,10,0,0,0.3413877616769,TRUE,0.7026955602537
50321,75382,1,0,0,156500,180,178000,8460,817,87.92134831,28,1,0,0.511132841941486,FALSE,0.702509907529723
22708,47666,0,0,0,286500,360,408000,8460,832,70.22058824,39,0,1,0.327212479823521,FALSE,0.702324352879028
3752,28654,0,0,0,216500,180,318000,8460,845,68.08176101,26,0,0,0.347652926628018,TRUE,0.702402957486137
139489,164904,0,0,0,436500,360,678000,8460,845,64.38053097,49,0,0,0.330487274357711,TRUE,0.702481520591341
125541,150918,0,0,1,376500,360,458000,8460,854,82.20524017,41,1,0,0.514065059245895,FALSE,0.702296120348377
32532,57523,1,0,0,636500,360,798000,8460,863,79.76190476,43,0,0,0.333722940260243,TRUE,0.702374670184697
1577,26469,0,0,1,176500,360,168000,8460,886,105.0595238,37,1,1,0.856152915321715,TRUE,0.702453178580849
26881,51852,0,0,0,726500,360,858000,8520,510,84.67365967,47,0,0,0.436007653727974,TRUE,0.70253164556962
109237,134544,1,0,0,256500,360,368000,8520,512,69.70108696,20,0,0,0.326432318129779,TRUE,0.702610071183759
61352,86462,0,0,0,576500,180,638000,8520,517,90.36050157,44,1,1,0.51009502115703,TRUE,0.702688455455983
139319,164734,0,0,0,596500,360,708000,8520,522,84.25141243,41,0,0,0.40920103727213,TRUE,0.702766798418972
116632,141971,1,0,1,276500,360,278000,8520,550,99.46043165,26,1,1,0.522689596827189,TRUE,0.702845100105374
125419,150796,0,0,0,586500,360,738000,8520,600,79.47154472,40,0,1,0.332418045278941,FALSE,0.702659994732684
49713,74772,0,0,1,736500,360,818000,8520,651,90.03667482,59,1,0,0.730884136858438,FALSE,0.702474986835176
42293,67321,1,0,0,476500,360,608000,8520,654,78.37171053,34,0,0,0.313290268292067,TRUE,0.702553303500921
61962,87076,1,0,0,256500,180,418000,8520,682,61.36363636,34,0,0,0.306638100155306,TRUE,0.702631578947368
9067,33976,0,0,0,496500,360,568000,8520,686,87.41197183,37,0,0,0.398300728416835,TRUE,0.702709813207051
93276,118501,1,0,0,156500,360,298000,8520,703,52.51677852,22,0,0,0.366337426359343,TRUE,0.702788006312467
127865,153246,1,0,0,236500,360,328000,8520,711,72.10365854,36,0,0,0.344421486389121,TRUE,0.702866158296082
57614,82706,0,0,0,346500,360,498000,8520,774,69.57831325,33,0,1,0.31689299923705,FALSE,0.702681388012618
103158,128426,0,0,0,266500,360,468000,8520,787,56.94444444,21,0,0,0.321424940180181,TRUE,0.702759526938239
28530,53505,0,0,0,386500,360,768000,8520,799,50.32552083,41,0,0,0.31850620211609,TRUE,0.702837624802943
38710,63727,0,0,0,226500,360,348000,8520,806,65.0862069,36,0,0,0.338259701563514,TRUE,0.702915681639086
79637,104806,1,0,0,296500,240,628000,8520,807,47.2133758,37,0,0,0.299315650513499,TRUE,0.702993697478992
56630,81717,0,0,0,606500,360,638000,8520,839,95.06269592,40,0,0,0.404516271673804,TRUE,0.703071672354949
30962,55947,0,0,0,376500,360,1158000,8520,839,32.51295337,25,0,0,0.320540093004315,TRUE,0.703149606299213
133412,158806,0,0,0,306500,360,388000,8520,857,78.99484536,36,0,0,0.343799283885429,TRUE,0.703227499344004
127653,153033,0,0,0,136500,360,148000,8580,511,92.22972973,30,1,0,0.574954411424409,FALSE,0.703043022035677
8412,33319,0,0,0,596500,360,638000,8580,514,93.49529781,33,0,0,0.395161346597572,TRUE,0.703120902176764
88566,113769,0,0,0,466500,360,508000,8580,515,91.83070866,24,0,0,0.408138787293412,TRUE,0.703198741478763
108862,134167,0,0,0,606500,360,708000,8580,526,85.66384181,46,0,1,0.410108239842641,FALSE,0.703014416775885
103601,128871,0,0,0,666500,360,688000,8580,526,96.875,47,0,0,0.428077320370203,TRUE,0.703092243186583
14539,39463,0,0,0,346500,360,758000,8580,531,45.71240106,40,0,0,0.31611171833058,TRUE,0.703170028818444
10030,34943,0,0,0,436500,240,528000,8580,561,82.67045455,32,0,0,0.430907128731911,TRUE,0.70324777370351
89838,115043,1,0,0,176500,360,278000,8580,614,63.48920863,38,0,0,0.363438683553637,TRUE,0.703325477873789
90469,115677,1,0,0,456500,360,588000,8580,654,77.63605442,37,0,0,0.313090583242846,TRUE,0.703403141361257
90848,116057,0,0,0,336500,360,708000,8580,698,47.52824859,11,0,0,0.347671549193467,TRUE,0.703480764197854
48101,73152,0,0,0,476500,360,618000,8580,740,77.10355987,35,0,0,0.328424667280303,TRUE,0.703558346415489
4345,29247,0,0,0,236500,360,348000,8580,823,67.95977011,31,0,0,0.335040252785623,TRUE,0.703635888046037
69829,94964,1,0,0,296500,360,388000,8580,855,76.41752577,47,0,0,0.345602712361138,TRUE,0.703713389121339
36557,61564,0,0,0,556500,360,738000,8580,873,75.40650407,29,0,0,0.329739011376822,TRUE,0.703790849673203
38067,63080,0,0,0,606500,360,768000,8580,885,78.97135417,60,1,0,0.856394322571476,FALSE,0.703606900156822
47552,72602,0,0,0,456500,180,928000,8580,894,49.19181034,57,1,1,0.872248318780318,TRUE,0.703684348053305
14167,39090,1,0,0,486500,180,958000,8580,899,50.782881,31,0,0,0.329130723769387,TRUE,0.703761755485893
50000,75060,0,0,0,346500,360,438000,8640,516,79.10958904,42,0,0,0.343572608602889,TRUE,0.703839122486289
41524,66551,0,0,0,526500,360,528000,8640,531,99.71590909,53,1,0,0.667625327803543,FALSE,0.703655352480418
38782,63800,0,0,0,376500,180,808000,8640,557,46.59653465,47,0,0,0.323877946653272,TRUE,0.703732706865048
38437,63451,0,0,0,166500,180,228000,8640,578,73.02631579,22,0,0,0.409724850383378,TRUE,0.703810020876827
59890,84996,0,0,0,656500,360,828000,8640,625,79.28743961,49,0,0,0.345110045523037,TRUE,0.703887294547352
128740,154121,0,0,0,296500,360,428000,8640,625,69.27570093,36,0,0,0.319532318863139,TRUE,0.70396452790819
126184,151562,0,0,0,376500,360,718000,8640,664,52.43732591,20,0,0,0.316888790554491,TRUE,0.704041720990874
108714,134017,1,0,0,486500,360,608000,8640,671,80.01644737,36,0,0,0.316227213957293,TRUE,0.704118873826903
7383,32288,1,0,0,436500,360,548000,8640,694,79.65328467,37,0,0,0.312824703319238,TRUE,0.704195986447746
12086,37005,0,0,0,546500,240,828000,8640,697,66.00241546,41,0,0,0.305492240978103,TRUE,0.704273058884836
82029,107208,0,0,0,336500,240,398000,8640,755,84.54773869,38,0,1,0.47874781807527,FALSE,0.704089606668403
100136,125390,0,0,0,506500,360,628000,8640,764,80.65286624,38,0,0,0.338930664333411,TRUE,0.704166666666667
54339,79416,0,0,0,406500,360,608000,8640,771,66.85855263,30,0,0,0.314620693813952,TRUE,0.704243686539964
40509,65535,0,0,0,576500,360,808000,8640,789,71.3490099,35,0,0,0.314991201091692,TRUE,0.704320666319625
94108,119337,0,0,0,306500,180,428000,8640,795,71.61214953,24,0,0,0.314323155221627,TRUE,0.70439760603695
36887,61894,0,0,0,436500,348,498000,8640,836,87.65060241,38,0,0,0.41625316881852,TRUE,0.704474505723205
111722,137042,0,0,0,286500,360,358000,8640,871,80.02793296,48,0,0,0.377835937080742,TRUE,0.704551365409623
53024,78099,0,0,0,236500,360,298000,8640,876,79.36241611,42,0,0,0.39419013985177,TRUE,0.704628185127405
78672,103837,1,0,0,336500,360,618000,8700,505,54.44983819,36,0,0,0.310704720874119,TRUE,0.70470496490772
43874,68909,0,0,0,256500,360,408000,8700,512,62.86764706,36,0,0,0.325940828193685,TRUE,0.704781704781705
31552,56539,1,0,0,306500,360,408000,8700,534,75.12254902,31,0,0,0.322605233083014,TRUE,0.704858404780462
60010,85117,1,0,0,476500,360,638000,8700,545,74.68652038,29,0,0,0.306920900528742,TRUE,0.704935064935065
65563,90689,0,0,0,556500,360,708000,8700,550,78.60169492,48,0,0,0.343858423176475,TRUE,0.705011685276552
35325,60327,0,0,0,456500,360,608000,8700,567,75.08223684,27,0,0,0.31619474411879,TRUE,0.705088265835929
88067,113269,1,0,0,306500,360,448000,8700,596,68.41517857,33,0,0,0.307872422835158,TRUE,0.705164806644173
68890,94022,0,0,0,636500,360,798000,8700,622,79.76190476,30,0,0,0.328627916371097,TRUE,0.705241307732226
77511,102673,0,0,0,536500,360,648000,8700,629,82.79320988,25,0,0,0.395828751213478,TRUE,0.705317769130999
51919,76990,0,0,0,516500,360,648000,8700,640,79.70679012,36,0,1,0.328627916371097,FALSE,0.705134854771784
104596,129874,0,0,0,466500,360,628000,8700,645,74.28343949,37,0,0,0.31682689326513,TRUE,0.705211304122375
146925,172368,0,0,0,246500,240,408000,8700,666,60.41666667,23,0,1,0.321249934045399,FALSE,0.705028512182478
123757,149127,0,0,0,476500,300,688000,8700,667,69.25872093,24,0,0,0.341691461385953,TRUE,0.705104949468774
103224,128493,0,0,0,326500,240,418000,8700,671,78.11004785,31,0,0,0.324743200314916,TRUE,0.705181347150259
127812,153192,0,0,0,596500,360,958000,8700,711,62.2651357,43,0,0,0.326365591950643,TRUE,0.705257705257705
112833,138158,0,0,0,456500,360,678000,8700,714,67.33038348,49,0,1,0.328965236802375,FALSE,0.705075090626618
54223,79300,0,0,0,356500,360,298000,8700,799,119.6308725,30,1,1,0.810715747604331,TRUE,0.705151436707222
81133,106308,0,0,0,416500,360,538000,8700,820,77.41635688,42,0,0,0.339012618845271,TRUE,0.705227743271221
7018,31922,0,0,1,186500,360,198000,8700,829,94.19191919,43,1,0,0.582347577720392,FALSE,0.705045278137128
109305,134614,0,0,1,516500,360,618000,8700,844,83.57605178,47,0,0,0.47571061132036,TRUE,0.705121572684946
141914,167335,0,0,0,206500,360,298000,8700,865,69.29530201,12,0,1,0.390322831364306,FALSE,0.704939229376778
14453,39377,0,0,0,296500,360,398000,8700,868,74.49748744,24,0,0,0.325149282803471,TRUE,0.705015511892451
